#information,dataname,Individual survey data
#information,tablename,d01
#information,exportdate,2025-10-07 10:11
#information,version,2.0
#information,author,
#information,api,"https://aomi.env.go.jp/Api/D01/v1/query"
#header-col,1,0001,0001:Data ID
#header-col,2,0002,0002:Data version
#header-col,3,0003,0003:Release Date
#header-col,4,0004,0004:Name
#header-col,5,0005,0005:QC code of #0004
#header-col,6,0006,0006:Location
#header-col,7,0007,0007:QC code of #0006
#header-col,8,0008,0008:Location code
#header-col,9,0009,0009:Organization
#header-col,10,0010,0010:QC code of #0009
#header-col,11,0011,0011:Organization code
#header-col,12,0012,0012:Cruise name
#header-col,13,0013,0013:QC code of #0012
#header-col,14,0014,0014:Reference
#header-col,15,0015,0015:QC code of #0014
#header-col,16,0016,0016:DOI
#header-col,17,0017,0017:QC code of #0016
#header-col,18,0018,0018:Creative commons license
#header-col,19,0019,0019:QC code of #0018
#header-col,20,0020,0020:Provide ID
#header-col,21,0021,0021:QC Data grade
#header-col,22,0022,0022:Processing level
#header-col,23,0023,0023:Processing methods
#header-col,24,0024,0024:Reference of data before processing
#header-col,25,0025,0025:QC code of #0024
#header-col,26,0026,0026:DOI of data before processing
#header-col,27,0027,0027:QC code of #0026
#header-col,28,0028,0028:Data ID of data before processing
#header-col,29,0029,0029:Sample name/ ID
#header-col,30,0030,0030:QC code of #0029
#header-col,31,0031,0031:Time Diff (hours)
#header-col,32,0032,0032:QC code of #0031
#header-col,33,0033,0033:Sampling start Date
#header-col,34,0034,0034:QC code of #0033
#header-col,35,0035,0035:Sampling end Date
#header-col,36,0036,0036:QC code of #0035
#header-col,37,0037,0037:Sampling start time
#header-col,38,0038,0038:QC code of #0037
#header-col,39,0039,0039:Sampling end time
#header-col,40,0040,0040:QC code of #0039
#header-col,41,0041,0041:Season
#header-col,42,0042,0042:QC code of #0041
#header-col,43,0043,0043:Sampling Location
#header-col,44,0044,0044:QC code of #0043
#header-col,45,0045,0045:GPS_Lat Int
#header-col,46,0046,0046:QC code of #0045
#header-col,47,0047,0047:GPS_Lon Int
#header-col,48,0048,0048:QC code of #0047
#header-col,49,0049,0049:GPS_Lat Fin
#header-col,50,0050,0050:QC code of #0049
#header-col,51,0051,0051:GPS_Lon Fin
#header-col,52,0052,0052:QC code of #0051
#header-col,53,0053,0053:Ship name
#header-col,54,0054,0054:QC code of #0053
#header-col,55,0055,0055:Ship code
#header-col,56,0056,0056:Equipment Type
#header-col,57,0057,0057:QC code of #0056
#header-col,58,0058,0058:Equipment Model
#header-col,59,0059,0059:QC code of #0058
#header-col,60,0060,0060:Shape of water intake
#header-col,61,0061,0061:QC code of #0060
#header-col,62,0062,0062:Intake Width (m)
#header-col,63,0063,0063:QC code of #0062
#header-col,64,0064,0064:Intake Height (m)
#header-col,65,0065,0065:QC code of #0064
#header-col,66,0066,0066:Intake Area (m2)
#header-col,67,0067,0067:QC code of #0066
#header-col,68,0068,0068:Net Length (m)
#header-col,69,0069,0069:QC code of #0068
#header-col,70,0070,0070:Mesh openings (mm)
#header-col,71,0071,0071:QC code of #0070
#header-col,72,0072,0072:Mesh Side or diagonal
#header-col,73,0073,0073:QC code of #0072
#header-col,74,0074,0074:Mesh Model
#header-col,75,0075,0075:QC code of #0074
#header-col,76,0076,0076:Sampling_Distance (m)
#header-col,77,0077,0077:QC code of #0076
#header-col,78,0078,0078:Method of #76
#header-col,79,0079,0079:QC code of #0078
#header-col,80,0080,0080:Calculation formula of #76
#header-col,81,0081,0081:QC code of #0080
#header-col,82,0082,0082:Sampling Area (m2)
#header-col,83,0083,0083:QC code of #0082
#header-col,84,0084,0084:Calculation formula of #82
#header-col,85,0085,0085:QC code of #0084
#header-col,86,0086,0086:Filtered Water Volume (m3)
#header-col,87,0087,0087:QC code of #0086
#header-col,88,0088,0088:Calculation formula of #86
#header-col,89,0089,0089:QC code of #0088
#header-col,90,0090,0090:Sampling duration
#header-col,91,0091,0091:QC code of #0090
#header-col,92,0092,0092:Vessel speed (knot/ relative to water)
#header-col,93,0093,0093:QC code of #0092
#header-col,94,0094,0094:Sampling gear position
#header-col,95,0095,0095:QC code of #0094
#header-col,96,0096,0096:Distance from vessel (m)
#header-col,97,0097,0097:QC code of #0096
#header-col,98,0098,0098:Lower end depth (m)
#header-col,99,0099,0099:QC code of #0098
#header-col,100,0100,0100:Lower end depth (%)
#header-col,101,0101,0101:QC code of #0100
#header-col,102,0102,0102:Lower end depth Change or not
#header-col,103,0103,0103:QC code of #0102
#header-col,104,0104,0104:Tow direction
#header-col,105,0105,0105:QC code of #0104
#header-col,106,0106,0106:Blank test: conducted or not
#header-col,107,0107,0107:QC code of #0106
#header-col,108,0108,0108:Results of the blank test
#header-col,109,0109,0109:QC code of #0108
#header-col,110,0110,0110:Wind direction (degrees)
#header-col,111,0111,0111:QC code of #0110
#header-col,112,0112,0112:Wind speed (m/s)
#header-col,113,0113,0113:QC code of #0112
#header-col,114,0114,0114:Significant wave height (m)
#header-col,115,0115,0115:QC code of #0114
#header-col,116,0116,0116:Beaufort scale 
#header-col,117,0117,0117:QC code of #0116
#header-col,118,0118,0118:Vessels movements
#header-col,119,0119,0119:QC code of #0118
#header-col,120,0120,0120:Sea surface temperature (degrees Celsius)
#header-col,121,0121,0121:QC code of #0120
#header-col,122,0122,0122:Sea surface salinity (-)
#header-col,123,0123,0123:QC code of #0122
#header-col,124,0124,0124:Water current direction
#header-col,125,0125,0125:QC code of #0124
#header-col,126,0126,0126:Water current speed (knot)
#header-col,127,0127,0127:QC code of #0126
#header-col,128,0128,0128:Other water quality data 1: 
#header-col,129,0129,0129:QC code of #0128
