ordem,celula,lat,lon,densidade
201,37.0_146.0,37.998600,146.522800,0.003500
202,36.0_146.0,36.995000,146.490000,0.003200
203,35.0_147.0,35.008300,147.992800,0.000075
204,34.0_146.0,34.961700,146.501400,0.020900
205,35.0_147.0,35.008300,147.992800,0.000075
206,36.0_146.0,36.995000,146.490000,0.003200
207,37.0_146.0,37.998600,146.522800,0.003500
208,38.0_146.0,38.902600,146.421750,0.200400
209,39.0_147.0,39.690000,147.544067,0.336733
210,40.0_148.0,40.467300,148.654800,0.027000
211,40.0_149.0,40.812433,149.431700,0.191903
212,41.0_150.0,41.332000,150.576000,0.088890
213,40.0_149.0,40.812433,149.431700,0.191903
214,40.0_148.0,40.467300,148.654800,0.027000
215,39.0_147.0,39.690000,147.544067,0.336733
216,39.0_146.0,39.090800,146.155600,4.594000
217,40.0_145.0,40.602000,145.107000,0.221720
218,40.0_144.0,40.125767,144.970100,1.098143
219,39.0_143.0,39.013600,143.260800,0.030700
220,38.0_143.0,38.266800,143.389850,0.256437
221,37.0_143.0,37.256400,143.163800,0.171640
222,37.0_144.0,37.440600,144.127500,0.503450
223,38.0_144.0,38.039300,144.670500,0.115800
224,37.0_144.0,37.440600,144.127500,0.503450
225,36.0_143.0,36.355850,143.120600,0.303600
226,37.0_142.0,37.567370,142.342050,0.252500
227,38.0_142.0,38.527671,142.419157,10.682357
228,39.0_142.0,39.594933,142.419900,9.380850
229,40.0_141.0,40.696417,141.783167,2.908167
230,41.0_140.0,41.445197,140.677350,0.711783
231,42.0_140.0,42.335050,140.636300,0.622025
232,43.0_140.0,43.047413,140.496965,12.320252
233,44.0_140.0,44.555350,140.312400,13.571000
234,43.0_139.0,43.312750,139.531600,2.480000
235,43.0_140.0,43.047413,140.496965,12.320252
236,43.0_141.0,43.417560,141.287300,0.372580
237,42.0_141.0,42.182917,141.417000,1.382077
238,42.0_142.0,42.089100,142.330100,0.185000
239,41.0_141.0,41.495977,141.556900,4.911860
240,41.0_140.0,41.445197,140.677350,0.711783
241,40.0_139.0,40.626598,139.317500,1.631132
242,39.0_139.0,39.595133,139.227533,1.151367
243,38.0_139.0,38.676900,139.068700,0.768285
244,38.0_138.0,38.687140,138.478517,3.552860
245,37.0_137.0,37.499025,137.651442,2.357100
246,36.0_136.0,36.654800,136.266233,0.425033
247,35.0_135.0,35.806614,135.569662,2.787085
248,34.0_135.0,34.406100,135.286217,0.305233
249,33.0_136.0,33.560257,136.387306,0.632382
250,32.0_137.0,32.639911,137.239667,0.108422
251,31.0_138.0,31.343400,138.094400,0.702500
252,30.0_138.0,30.314013,138.431647,0.029515
253,30.0_137.0,30.759400,137.839900,0.158000
254,30.0_136.0,30.563896,136.491349,0.244570
255,29.0_135.0,29.340000,135.220000,0.172200
256,28.0_135.0,28.390000,135.504400,0.040500
257,28.0_136.0,28.640300,136.545300,0.152650
258,28.0_137.0,28.449350,137.282400,0.271500
259,28.0_138.0,28.239605,138.174835,0.017967
260,28.0_137.0,28.449350,137.282400,0.271500
261,27.0_136.0,27.459600,136.347650,0.174400
