ordem,celula,lat,lon,densidade
51,41.0_-127.0,41.200000,-126.110000,0.000000
52,42.0_-127.0,42.120000,-126.920000,0.000000
53,42.0_-128.0,42.740000,-127.170000,0.000000
54,42.0_-129.0,42.796900,-128.385800,0.092000
55,42.0_-130.0,42.531425,-129.787700,0.021800
56,42.0_-131.0,42.196333,-130.173233,0.024800
57,43.0_-130.0,43.121900,-129.196433,0.005800
58,44.0_-130.0,44.067500,-129.019233,0.005867
59,45.0_-130.0,45.524167,-129.173133,0.023700
60,44.0_-130.0,44.067500,-129.019233,0.005867
61,43.0_-130.0,43.121900,-129.196433,0.005800
62,42.0_-131.0,42.196333,-130.173233,0.024800
63,41.0_-132.0,41.980000,-132.000000,0.003800
64,40.0_-133.0,40.465000,-132.435000,0.015550
65,40.0_-134.0,40.345000,-133.300000,0.075800
66,39.0_-134.0,39.900000,-133.670000,0.121000
67,38.0_-134.0,38.480000,-133.320000,0.104000
68,37.0_-134.0,37.190000,-133.907250,0.135100
69,38.0_-133.0,38.560000,-132.360000,0.132000
70,39.0_-133.0,39.803333,-132.290000,0.027933
71,39.0_-132.0,39.725000,-131.370000,0.018605
72,39.0_-131.0,39.930000,-130.530000,0.036650
73,38.0_-131.0,38.740000,-130.500000,0.144000
74,38.0_-130.0,38.730000,-129.660000,0.017800
75,39.0_-130.0,39.575000,-129.190000,0.008965
76,40.0_-131.0,40.510000,-130.560000,0.000000
77,39.0_-130.0,39.575000,-129.190000,0.008965
78,38.0_-129.0,38.920000,-128.230000,0.000000
79,38.0_-128.0,38.820000,-127.100000,0.009710
80,38.0_-127.0,38.660000,-126.545000,0.010700
81,38.0_-126.0,38.510000,-125.630000,0.000000
82,38.0_-127.0,38.660000,-126.545000,0.010700
83,39.0_-128.0,39.910000,-127.720000,0.001940
84,40.0_-129.0,40.310000,-128.970000,0.000000
85,39.0_-128.0,39.910000,-127.720000,0.001940
86,40.0_-127.0,40.090000,-126.990000,0.005200
87,41.0_-127.0,41.200000,-126.110000,0.000000
88,42.0_-126.0,42.490000,-125.820000,0.000000
89,43.0_-126.0,43.615000,-125.525000,0.000000
90,44.0_-126.0,44.640000,-125.270000,0.003960
91,43.0_-126.0,43.615000,-125.525000,0.000000
92,42.0_-126.0,42.490000,-125.820000,0.000000
93,41.0_-127.0,41.200000,-126.110000,0.000000
94,40.0_-126.0,40.400000,-125.630000,0.001080
95,39.0_-125.0,39.180000,-124.360000,0.000000
96,38.0_-124.0,38.190000,-123.422857,0.073714
97,37.0_-123.0,37.649778,-122.417778,1.895111
98,36.0_-123.0,36.490000,-122.286364,0.006409
99,36.0_-122.0,36.810000,-121.980000,0.001180
100,35.0_-122.0,35.550000,-121.923333,0.000000
101,34.0_-122.0,34.576696,-121.309348,0.027417
102,34.0_-123.0,34.250933,-122.589467,0.082720
103,33.0_-123.0,33.555750,-122.532625,0.011063
104,32.0_-123.0,32.706693,-122.484171,0.067057
105,31.0_-123.0,31.538136,-122.484545,0.103222
106,30.0_-123.0,30.466800,-122.551900,0.027060
107,30.0_-122.0,30.768714,-121.536571,0.022557
108,31.0_-122.0,31.618294,-121.604824,0.017798
109,32.0_-122.0,32.491787,-121.347525,0.048494
110,32.0_-121.0,32.470132,-120.478641,0.058962
111,31.0_-121.0,31.389875,-120.607250,0.039844
112,31.0_-120.0,31.701824,-119.560471,0.019082
113,31.0_-119.0,31.890000,-118.700000,0.034700
114,32.0_-119.0,32.463556,-118.589215,0.015645
115,32.0_-118.0,32.782875,-117.506050,0.234765
116,33.0_-118.0,33.413625,-117.843625,0.114350
117,33.0_-119.0,33.485809,-118.573088,0.042822
118,33.0_-120.0,33.530156,-119.427822,0.006340
119,32.0_-120.0,32.473564,-119.567744,0.028654
120,33.0_-121.0,33.578710,-120.339161,0.009587
121,34.0_-121.0,34.321091,-120.482455,0.025600
122,35.0_-121.0,35.054538,-120.848846,0.015115
123,35.0_-122.0,35.550000,-121.923333,0.000000
124,35.0_-123.0,35.250000,-122.240000,0.000000
125,35.0_-124.0,35.735000,-123.485000,0.000000
126,34.0_-123.0,34.250933,-122.589467,0.082720
127,33.0_-124.0,33.413385,-123.412615,0.033015
128,32.0_-124.0,32.463794,-123.640331,0.086252
129,31.0_-125.0,31.914167,-124.163667,0.215467
130,30.0_-125.0,30.410000,-124.305000,0.000875
131,29.0_-125.0,29.710000,-124.500000,0.000292
132,28.0_-125.0,28.270000,-124.030000,0.000000
133,28.0_-124.0,28.780000,-123.340000,0.002030
134,28.0_-123.0,28.320000,-122.810000,0.003200
135,27.0_-123.0,27.645000,-122.200000,0.001676
136,28.0_-123.0,28.320000,-122.810000,0.003200
137,29.0_-123.0,29.586667,-122.410000,0.000357
138,29.0_-122.0,29.443333,-121.413333,0.000000
139,29.0_-121.0,29.660000,-120.655000,0.000540
140,30.0_-121.0,30.430000,-120.293333,0.001063
141,29.0_-120.0,29.576667,-119.706667,0.000000
142,29.0_-119.0,29.374000,-118.612000,0.000000
143,29.0_-118.0,29.100000,-117.180000,0.000000
144,28.0_-118.0,28.481667,-117.705000,0.000000
145,27.0_-118.0,27.900000,-117.180000,0.000000
146,27.0_-117.0,27.740000,-116.265000,0.000000
147,27.0_-116.0,27.515000,-115.515000,0.000270
148,27.0_-115.0,27.130000,-114.780000,0.000000
149,26.0_-115.0,26.350000,-114.640000,0.000000
150,25.0_-115.0,25.650000,-114.427500,0.002243
151,25.0_-114.0,25.546667,-113.606667,0.000281
152,25.0_-113.0,25.245000,-112.622500,0.000943
153,24.0_-113.0,24.582000,-112.496000,0.000334
154,23.0_-113.0,23.640000,-112.366000,0.000528
155,23.0_-112.0,23.340000,-111.560000,0.001230
156,22.0_-112.0,22.910000,-111.240000,0.001145
157,22.0_-111.0,22.793333,-110.348333,0.003662
158,22.0_-110.0,22.716667,-109.563333,0.002917
159,23.0_-110.0,23.471429,-109.299286,0.002845
160,24.0_-110.0,24.440625,-109.574375,0.003479
161,24.0_-109.0,24.325000,-108.340000,0.010650
162,23.0_-109.0,23.412222,-108.618889,0.001376
163,23.0_-108.0,23.561667,-107.750000,0.002720
164,22.0_-108.0,22.685000,-107.555000,0.011550
165,22.0_-107.0,22.170000,-106.460000,0.007200
166,21.0_-107.0,21.130000,-106.920000,0.003030
167,21.0_-108.0,21.010000,-107.620000,0.004300
168,20.0_-108.0,20.545000,-107.425000,0.004985
169,20.0_-109.0,20.696667,-108.556667,0.002400
170,21.0_-109.0,21.418000,-108.620000,0.000216
171,21.0_-110.0,21.480000,-109.507500,0.000900
172,20.0_-110.0,20.885000,-109.455000,0.000000
173,20.0_-111.0,20.270000,-110.460000,0.004100
174,20.0_-112.0,20.690000,-111.760000,0.000000
175,21.0_-111.0,21.395000,-110.310000,0.000000
176,22.0_-111.0,22.793333,-110.348333,0.003662
177,23.0_-111.0,23.146667,-110.813333,0.000720
178,24.0_-111.0,24.496923,-110.278462,0.002158
179,25.0_-111.0,25.430909,-110.455455,0.000687
180,25.0_-110.0,25.198333,-109.626667,0.000428
181,26.0_-111.0,26.133333,-110.666667,0.000360
182,26.0_-112.0,26.880000,-111.120000,0.002160
183,25.0_-113.0,25.245000,-112.622500,0.000943
184,24.0_-114.0,24.815000,-113.250000,0.000000
185,25.0_-115.0,25.650000,-114.427500,0.002243
186,26.0_-116.0,26.835000,-115.395000,0.000000
187,27.0_-116.0,27.515000,-115.515000,0.000270
188,28.0_-116.0,28.225000,-115.130000,0.000000
189,28.0_-117.0,28.446667,-116.396667,0.000000
190,28.0_-118.0,28.481667,-117.705000,0.000000
191,28.0_-119.0,28.660000,-118.305000,0.000000
192,29.0_-119.0,29.374000,-118.612000,0.000000
193,30.0_-118.0,30.600000,-117.470000,0.000000
194,31.0_-118.0,31.540000,-117.180000,0.011900
195,31.0_-119.0,31.890000,-118.700000,0.034700
196,32.0_-120.0,32.473564,-119.567744,0.028654
197,32.0_-121.0,32.470132,-120.478641,0.058962
198,33.0_-122.0,33.536000,-121.582500,0.024644
199,32.0_-123.0,32.706693,-122.484171,0.067057
200,31.0_-123.0,31.538136,-122.484545,0.103222
201,30.0_-124.0,30.592636,-123.604364,0.041964
202,29.0_-124.0,29.711714,-123.493143,0.025614
203,28.0_-124.0,28.780000,-123.340000,0.002030
204,27.0_-125.0,27.580000,-124.530000,0.000000
205,26.0_-126.0,26.600000,-125.040000,0.000000
206,26.0_-127.0,26.590000,-126.600000,0.018800
207,27.0_-127.0,27.310000,-126.200000,0.002360
208,26.0_-127.0,26.590000,-126.600000,0.018800
209,25.0_-126.0,25.510000,-125.585000,0.000000
210,24.0_-126.0,24.340000,-125.850000,0.000000
211,23.0_-127.0,23.670000,-126.120000,0.000000
212,22.0_-127.0,22.690000,-126.600000,0.001190
213,23.0_-128.0,23.910000,-127.470000,0.056500
214,23.0_-129.0,23.000000,-128.080000,0.015900
215,23.0_-130.0,23.420000,-129.270000,0.014900
216,23.0_-131.0,23.567700,-130.372200,0.023800
217,22.0_-130.0,22.830000,-129.340000,0.008660
218,21.0_-130.0,21.650000,-129.390000,0.006750
219,20.0_-130.0,20.516667,-129.473333,0.030267
220,19.0_-130.0,19.230000,-129.470000,0.003280
221,18.0_-130.0,18.280000,-129.430000,0.000000
222,17.0_-129.0,17.320000,-128.500000,0.000000
223,18.0_-128.0,18.505000,-127.870000,0.000000
224,19.0_-128.0,19.720000,-127.610000,0.000000
225,20.0_-128.0,20.410000,-127.490000,0.000000
226,19.0_-128.0,19.720000,-127.610000,0.000000
227,18.0_-128.0,18.505000,-127.870000,0.000000
228,17.0_-129.0,17.320000,-128.500000,0.000000
229,18.0_-130.0,18.280000,-129.430000,0.000000
230,19.0_-130.0,19.230000,-129.470000,0.003280
231,20.0_-130.0,20.516667,-129.473333,0.030267
232,21.0_-130.0,21.650000,-129.390000,0.006750
233,22.0_-129.0,22.030000,-128.640000,0.016500
234,23.0_-128.0,23.910000,-127.470000,0.056500
235,24.0_-128.0,24.430000,-127.220000,0.009820
236,25.0_-128.0,25.530000,-127.110000,0.006840
237,26.0_-127.0,26.590000,-126.600000,0.018800
238,27.0_-127.0,27.310000,-126.200000,0.002360
239,28.0_-126.0,28.270000,-125.600000,0.049450
240,29.0_-126.0,29.285000,-125.405000,0.008700
241,30.0_-125.0,30.410000,-124.305000,0.000875
242,31.0_-125.0,31.914167,-124.163667,0.215467
243,32.0_-126.0,32.308700,-125.230800,0.074000
244,32.0_-127.0,32.288500,-126.280300,0.095000
245,32.0_-128.0,32.258400,-127.365300,0.159000
246,32.0_-129.0,32.602700,-128.454750,0.138415
247,32.0_-130.0,32.506250,-129.237950,0.136500
248,32.0_-131.0,32.588060,-130.583000,0.477340
249,32.0_-132.0,32.563150,-131.483850,0.124000
250,32.0_-133.0,32.173300,-132.332100,0.837000
251,33.0_-133.0,33.516667,-132.536667,0.647033
252,33.0_-132.0,33.030000,-131.620000,0.583000
253,34.0_-131.0,34.983800,-130.944800,0.059000
254,35.0_-130.0,35.336100,-129.805500,0.053000
255,35.0_-129.0,35.623900,-128.674200,0.038000
256,35.0_-130.0,35.336100,-129.805500,0.053000
257,34.0_-131.0,34.983800,-130.944800,0.059000
258,33.0_-132.0,33.030000,-131.620000,0.583000
259,34.0_-133.0,34.121500,-132.748300,0.033000
260,35.0_-133.0,35.877100,-132.573000,0.082200
261,34.0_-133.0,34.121500,-132.748300,0.033000
262,33.0_-134.0,33.740133,-133.651200,0.098333
263,33.0_-135.0,33.763925,-134.529650,1.381950
264,32.0_-135.0,32.120600,-134.231500,20.000000
265,32.0_-136.0,32.101400,-135.480300,3.910000
266,33.0_-136.0,33.505000,-135.595000,12.320400
267,33.0_-137.0,33.155000,-136.575000,1.119000
268,32.0_-137.0,32.318000,-136.501633,2.596667
269,32.0_-138.0,32.193908,-137.729375,1.765333
270,32.0_-139.0,32.192660,-138.615380,1.406400
271,32.0_-140.0,32.029950,-139.391700,0.885250
272,32.0_-141.0,32.719008,-140.303383,8.131500
273,33.0_-141.0,33.899033,-140.526733,0.798200
274,33.0_-140.0,33.677500,-139.768050,7.875000
275,34.0_-140.0,34.272919,-139.801488,5.007313
276,35.0_-140.0,35.798500,-139.787554,5.216933
277,35.0_-141.0,35.840950,-140.822250,0.802000
278,34.0_-141.0,34.316333,-140.591267,3.720000
279,34.0_-142.0,34.118847,-141.615247,3.923824
280,34.0_-143.0,34.282550,-142.081963,2.606500
281,34.0_-144.0,34.370000,-143.707200,0.944000
282,34.0_-145.0,34.291300,-144.352200,0.670000
283,33.0_-144.0,33.497175,-143.077125,0.160000
284,32.0_-145.0,32.710000,-144.160000,0.242000
285,32.0_-146.0,32.050000,-145.040000,0.213000
286,32.0_-147.0,32.548800,-146.962700,0.166000
287,31.0_-147.0,31.510000,-146.630000,0.259000
288,31.0_-146.0,31.900000,-145.770000,0.154000
289,30.0_-146.0,30.206250,-145.485000,0.636088
290,29.0_-146.0,29.400000,-145.870000,0.746333
291,28.0_-147.0,28.440000,-146.186667,1.197667
292,27.0_-147.0,27.393633,-146.559867,1.820667
293,26.0_-148.0,26.600050,-147.402000,0.765500
294,25.0_-148.0,25.213333,-147.670000,0.887333
295,24.0_-149.0,24.340000,-148.530000,0.220000
296,25.0_-150.0,25.568600,-149.135800,1.110000
297,25.0_-151.0,25.135400,-150.471900,0.698000
298,24.0_-152.0,24.629300,-151.661100,0.036000
299,23.0_-153.0,23.583800,-152.013300,0.026000
300,23.0_-154.0,23.227800,-153.459500,0.284000
301,24.0_-155.0,24.860000,-154.700000,0.022300
302,25.0_-155.0,25.465000,-154.285000,0.091100
303,26.0_-155.0,26.628000,-154.046000,0.002620
304,25.0_-155.0,25.465000,-154.285000,0.091100
305,24.0_-156.0,24.610000,-155.680000,0.000000
306,23.0_-156.0,23.850000,-155.170000,0.036100
307,22.0_-156.0,22.720000,-155.640000,0.048300
308,21.0_-156.0,21.890000,-155.660000,0.450000
309,21.0_-155.0,21.697900,-154.636600,0.046000
310,21.0_-154.0,21.570000,-153.420000,0.103000
311,21.0_-153.0,21.265000,-152.185000,0.038200
312,20.0_-153.0,20.610000,-153.000000,0.024900
313,20.0_-154.0,20.185000,-153.665000,0.006740
314,21.0_-154.0,21.570000,-153.420000,0.103000
315,22.0_-155.0,22.697900,-154.636600,0.008000
316,21.0_-156.0,21.890000,-155.660000,0.450000
317,21.0_-157.0,21.425000,-156.245000,0.012640
318,20.0_-157.0,20.566667,-156.726667,0.008333
319,20.0_-158.0,20.638182,-157.536364,0.008960
320,21.0_-158.0,21.394545,-157.598182,0.005917
321,22.0_-158.0,22.392000,-157.506000,0.009654
322,22.0_-159.0,22.514286,-158.621429,0.011376
323,23.0_-159.0,23.464286,-158.805714,0.007879
324,24.0_-159.0,24.411429,-158.478571,0.008824
325,25.0_-159.0,25.392743,-158.530686,0.018824
326,26.0_-159.0,26.456667,-158.486667,0.026533
327,27.0_-159.0,27.477500,-158.442500,0.092775
328,27.0_-158.0,27.376667,-157.706667,0.178500
329,28.0_-158.0,28.586000,-157.764000,0.171904
330,28.0_-157.0,28.250000,-156.870000,0.024000
331,29.0_-157.0,29.670000,-156.550000,0.063467
332,30.0_-157.0,30.590000,-156.310000,0.054300
333,30.0_-158.0,30.513333,-157.313333,0.069533
334,30.0_-159.0,30.354167,-158.555067,0.084700
335,31.0_-159.0,31.313200,-158.732500,0.003980
336,31.0_-160.0,31.150200,-159.979000,0.494000
337,31.0_-161.0,31.329767,-160.264867,0.751633
338,32.0_-161.0,32.585000,-160.585000,0.057400
339,32.0_-160.0,32.351667,-159.629800,0.374667
340,33.0_-160.0,33.304033,-159.285000,0.091167
341,33.0_-161.0,33.756700,-160.538400,0.134700
342,33.0_-162.0,33.500000,-161.230000,0.021700
343,33.0_-163.0,33.417900,-162.665800,0.065400
344,32.0_-164.0,32.980000,-163.480000,0.085600
345,31.0_-164.0,31.309800,-163.994000,0.600000
346,31.0_-165.0,31.606800,-164.254300,0.186000
347,32.0_-165.0,32.680000,-164.670000,0.153000
348,32.0_-166.0,32.384125,-165.590525,0.105150
349,32.0_-167.0,32.341050,-166.118200,0.059100
350,32.0_-168.0,32.259200,-167.992000,0.268000
351,31.0_-168.0,31.770000,-167.540000,0.987000
352,31.0_-169.0,31.640000,-168.110000,0.049700
353,31.0_-170.0,31.320000,-169.190000,0.181000
354,32.0_-170.0,32.555200,-169.695900,0.054200
355,32.0_-171.0,32.840400,-170.068300,0.046800
356,32.0_-170.0,32.555200,-169.695900,0.054200
357,33.0_-169.0,33.013600,-168.135600,0.083600
358,33.0_-168.0,33.020050,-167.757400,0.187500
359,33.0_-169.0,33.013600,-168.135600,0.083600
360,34.0_-170.0,34.368800,-169.182500,0.058000
361,34.0_-171.0,34.387700,-170.019000,0.258000
362,34.0_-172.0,34.998700,-171.823700,0.108000
363,34.0_-173.0,34.592200,-172.951000,0.167000
364,35.0_-172.0,35.021700,-171.771167,0.134667
365,34.0_-171.0,34.387700,-170.019000,0.258000
366,34.0_-170.0,34.368800,-169.182500,0.058000
367,33.0_-169.0,33.013600,-168.135600,0.083600
368,32.0_-170.0,32.555200,-169.695900,0.054200
369,31.0_-170.0,31.320000,-169.190000,0.181000
370,30.0_-171.0,30.920000,-170.610000,0.032000
371,31.0_-170.0,31.320000,-169.190000,0.181000
372,31.0_-169.0,31.640000,-168.110000,0.049700
373,31.0_-168.0,31.770000,-167.540000,0.987000
374,32.0_-167.0,32.341050,-166.118200,0.059100
375,32.0_-166.0,32.384125,-165.590525,0.105150
376,33.0_-165.0,33.282700,-164.999800,0.035600
377,32.0_-165.0,32.680000,-164.670000,0.153000
378,31.0_-164.0,31.309800,-163.994000,0.600000
379,30.0_-164.0,30.542200,-163.229200,0.065000
380,29.0_-163.0,29.536000,-162.337650,0.201500
381,30.0_-162.0,30.870000,-161.270000,0.006690
382,30.0_-161.0,30.750000,-160.510000,0.050500
383,29.0_-161.0,29.393333,-160.410000,0.043507
384,28.0_-161.0,28.489150,-160.202900,0.334450
385,28.0_-160.0,28.275000,-159.475000,0.018150
386,29.0_-160.0,29.850000,-159.940000,0.034100
387,29.0_-159.0,29.100000,-158.810000,0.002290
388,29.0_-158.0,29.740000,-157.606000,0.012606
389,30.0_-158.0,30.513333,-157.313333,0.069533
390,31.0_-158.0,31.275000,-157.570000,0.039785
391,32.0_-158.0,32.535000,-157.482500,0.079525
392,32.0_-157.0,32.413175,-156.605800,0.139600
393,32.0_-156.0,32.560000,-155.425000,0.098600
394,32.0_-155.0,32.150000,-154.830000,0.153000
395,33.0_-155.0,33.880000,-154.465000,0.210500
396,33.0_-156.0,33.095000,-155.340000,0.026750
397,34.0_-156.0,34.030000,-155.850000,0.008710
398,35.0_-156.0,35.110000,-155.490000,0.226000
399,35.0_-157.0,35.500000,-156.350000,0.071400
400,34.0_-157.0,34.500000,-157.000000,0.016900
401,34.0_-158.0,34.514500,-157.848800,0.270000
402,33.0_-158.0,33.880000,-157.410000,0.021300
403,32.0_-159.0,32.845000,-158.485000,0.056900
404,32.0_-158.0,32.535000,-157.482500,0.079525
405,31.0_-157.0,31.699575,-156.622700,0.069100
406,31.0_-156.0,31.850000,-155.840000,0.096900
407,31.0_-155.0,31.530000,-154.340000,0.067900
408,30.0_-155.0,30.183333,-154.530000,0.068033
409,30.0_-154.0,30.513333,-153.773333,0.254767
410,29.0_-154.0,29.406950,-153.615000,0.490000
411,28.0_-154.0,28.170000,-153.950000,0.267000
412,29.0_-154.0,29.406950,-153.615000,0.490000
413,30.0_-153.0,30.200000,-152.670000,0.067000
414,31.0_-153.0,31.400550,-152.671650,0.048300
415,31.0_-152.0,31.200000,-151.630000,0.018600
416,32.0_-152.0,32.570000,-151.690000,0.176000
417,33.0_-152.0,33.635000,-151.760000,0.077300
418,32.0_-152.0,32.570000,-151.690000,0.176000
419,31.0_-152.0,31.200000,-151.630000,0.018600
420,30.0_-151.0,30.846667,-150.626667,0.046780
421,29.0_-151.0,29.830000,-151.000000,0.116000
422,30.0_-150.0,30.820000,-149.570000,0.100000
423,30.0_-149.0,30.750000,-148.610000,0.295000
424,30.0_-148.0,30.740000,-147.730000,0.177000
425,31.0_-149.0,31.910000,-148.790000,0.066200
426,31.0_-150.0,31.660000,-149.960000,0.105933
427,31.0_-149.0,31.910000,-148.790000,0.066200
428,32.0_-148.0,32.265250,-147.589400,0.096300
429,33.0_-147.0,33.070000,-146.790000,0.091300
430,34.0_-147.0,34.090000,-146.600000,0.470000
431,35.0_-147.0,35.120000,-146.210000,0.294000
432,35.0_-148.0,35.691200,-147.665500,0.382000
433,36.0_-149.0,36.417750,-148.874800,1.760000
434,37.0_-149.0,37.840000,-148.835000,0.316150
435,37.0_-150.0,37.120000,-149.640000,0.231450
436,38.0_-150.0,38.635000,-149.720000,0.225000
437,38.0_-149.0,38.340000,-148.420000,0.199000
438,38.0_-148.0,38.160000,-147.520000,0.226000
439,38.0_-147.0,38.525000,-146.310000,0.233000
440,38.0_-146.0,38.170000,-145.200000,0.301000
441,39.0_-146.0,39.000000,-145.630000,0.050900
442,40.0_-146.0,40.580000,-145.080000,0.012100
443,40.0_-145.0,40.089500,-144.454500,0.208000
444,40.0_-144.0,40.650000,-143.330000,0.003270
445,39.0_-144.0,39.100000,-143.330000,0.023400
446,38.0_-144.0,38.530000,-143.910000,0.390000
447,37.0_-144.0,37.866400,-143.815100,0.542000
448,36.0_-145.0,36.682200,-144.844900,0.948000
449,36.0_-146.0,36.508400,-145.035600,0.258000
450,35.0_-146.0,35.500000,-145.300000,0.138000
451,36.0_-145.0,36.682200,-144.844900,0.948000
452,37.0_-144.0,37.866400,-143.815100,0.542000
453,38.0_-143.0,38.756267,-142.294300,0.049433
454,38.0_-142.0,38.691300,-141.772000,0.072200
455,39.0_-142.0,39.130000,-141.620000,0.216050
456,39.0_-141.0,39.150000,-140.260000,0.195000
457,40.0_-141.0,40.367300,-140.932200,0.126000
458,40.0_-142.0,40.730000,-141.360000,0.014800
459,40.0_-141.0,40.367300,-140.932200,0.126000
460,40.0_-140.0,40.780000,-139.850000,0.005560
461,39.0_-140.0,39.250000,-139.310000,0.009270
462,39.0_-139.0,39.120000,-138.810000,0.105000
463,38.0_-139.0,38.116900,-138.933000,7.370000
464,38.0_-138.0,38.574133,-137.473233,1.540000
465,39.0_-138.0,39.195000,-137.855000,0.370500
466,39.0_-137.0,39.409750,-136.437825,0.192850
467,39.0_-136.0,39.530000,-135.305000,0.279000
468,39.0_-135.0,39.440000,-134.090000,0.088500
469,40.0_-135.0,40.607500,-134.605000,0.049053
470,40.0_-136.0,40.820000,-135.730000,0.007970
471,40.0_-137.0,40.483333,-136.593333,0.042333
472,41.0_-138.0,41.070000,-137.240000,0.013200
473,42.0_-138.0,42.316733,-137.400600,0.116960
474,41.0_-138.0,41.070000,-137.240000,0.013200
475,40.0_-139.0,40.820000,-138.200000,0.000000
476,39.0_-139.0,39.120000,-138.810000,0.105000
477,38.0_-140.0,38.040000,-139.330000,0.039500
478,37.0_-140.0,37.735900,-139.767400,1.800000
479,37.0_-141.0,37.578550,-140.616300,0.385600
480,36.0_-141.0,36.050360,-140.484420,0.824000
481,36.0_-142.0,36.612300,-141.197000,3.990000
482,35.0_-142.0,35.351943,-141.420014,2.244143
483,34.0_-142.0,34.118847,-141.615247,3.923824
484,33.0_-142.0,33.539820,-141.436960,0.359520
485,32.0_-141.0,32.719008,-140.303383,8.131500
486,31.0_-141.0,31.315000,-140.335000,0.186000
487,30.0_-141.0,30.409138,-140.675225,1.713000
488,30.0_-142.0,30.154175,-141.441650,1.660250
489,30.0_-143.0,30.013333,-142.336667,0.145833
490,30.0_-144.0,30.036667,-143.590000,0.078067
491,31.0_-144.0,31.790900,-143.958833,0.195200
492,30.0_-145.0,30.022500,-144.392500,0.113575
493,29.0_-144.0,29.232300,-143.874200,0.143000
494,28.0_-144.0,28.801100,-143.057300,0.064000
495,28.0_-145.0,28.350700,-144.203000,0.051000
496,27.0_-145.0,27.379250,-144.987225,0.274250
497,26.0_-145.0,26.853600,-144.966850,0.443500
498,27.0_-145.0,27.379250,-144.987225,0.274250
499,28.0_-144.0,28.801100,-143.057300,0.064000
500,29.0_-144.0,29.232300,-143.874200,0.143000
501,30.0_-143.0,30.013333,-142.336667,0.145833
502,30.0_-142.0,30.154175,-141.441650,1.660250
503,30.0_-141.0,30.409138,-140.675225,1.713000
504,31.0_-140.0,31.786671,-139.681171,1.529714
505,32.0_-139.0,32.192660,-138.615380,1.406400
506,33.0_-139.0,33.740200,-138.365500,0.350400
507,32.0_-138.0,32.193908,-137.729375,1.765333
508,31.0_-138.0,31.904000,-137.272600,0.479000
509,30.0_-138.0,30.995350,-137.314500,0.428800
510,31.0_-138.0,31.904000,-137.272600,0.479000
511,32.0_-137.0,32.318000,-136.501633,2.596667
512,32.0_-136.0,32.101400,-135.480300,3.910000
513,32.0_-135.0,32.120600,-134.231500,20.000000
514,32.0_-134.0,32.143900,-133.182300,0.209000
515,32.0_-135.0,32.120600,-134.231500,20.000000
516,32.0_-136.0,32.101400,-135.480300,3.910000
517,32.0_-137.0,32.318000,-136.501633,2.596667
