ordem,celula,lat,lon,densidade
518,32.0_-138.0,32.193908,-137.729375,1.765333
519,33.0_-139.0,33.740200,-138.365500,0.350400
520,34.0_-140.0,34.272919,-139.801488,5.007313
521,35.0_-139.0,35.762950,-138.642550,0.505000
522,36.0_-139.0,36.490000,-138.840000,0.159000
523,37.0_-139.0,37.260000,-138.060000,0.014000
524,38.0_-138.0,38.574133,-137.473233,1.540000
525,38.0_-137.0,38.270000,-136.300000,0.157000
526,39.0_-136.0,39.530000,-135.305000,0.279000
527,38.0_-135.0,38.330000,-134.830000,0.046300
528,39.0_-136.0,39.530000,-135.305000,0.279000
529,39.0_-137.0,39.409750,-136.437825,0.192850
530,39.0_-138.0,39.195000,-137.855000,0.370500
531,39.0_-139.0,39.120000,-138.810000,0.105000
532,39.0_-140.0,39.250000,-139.310000,0.009270
533,39.0_-141.0,39.150000,-140.260000,0.195000
534,39.0_-142.0,39.130000,-141.620000,0.216050
535,38.0_-143.0,38.756267,-142.294300,0.049433
536,38.0_-144.0,38.530000,-143.910000,0.390000
537,38.0_-145.0,38.990000,-144.590000,0.000000
538,39.0_-146.0,39.000000,-145.630000,0.050900
539,40.0_-147.0,40.438600,-146.605150,0.048900
540,41.0_-147.0,41.070000,-146.640000,0.038900
541,41.0_-146.0,41.443333,-145.408333,0.018907
542,42.0_-146.0,42.150000,-145.340000,0.029900
543,41.0_-147.0,41.070000,-146.640000,0.038900
544,41.0_-148.0,41.980000,-147.150000,0.002000
545,41.0_-149.0,41.610000,-148.680000,0.020700
546,40.0_-149.0,40.614567,-148.210833,0.068033
547,40.0_-150.0,40.330000,-149.840000,0.000000
548,40.0_-151.0,40.513300,-150.160000,0.138000
549,40.0_-152.0,40.478150,-151.284650,0.021350
550,40.0_-153.0,40.595000,-152.395000,0.652585
551,39.0_-153.0,39.720000,-152.850000,0.060400
552,39.0_-154.0,39.730000,-153.370000,0.016800
553,38.0_-155.0,38.160000,-154.290000,0.042900
554,37.0_-154.0,37.120000,-153.550000,0.127000
555,36.0_-155.0,36.130000,-154.970000,0.224000
556,37.0_-156.0,37.150000,-155.170000,0.016200
557,37.0_-157.0,37.460000,-156.480000,0.035700
558,36.0_-158.0,36.159400,-157.558500,0.035800
559,35.0_-157.0,35.500000,-156.350000,0.071400
560,34.0_-156.0,34.030000,-155.850000,0.008710
561,33.0_-155.0,33.880000,-154.465000,0.210500
562,34.0_-154.0,34.685000,-153.870000,0.103850
563,35.0_-153.0,35.410000,-152.620000,0.321000
564,35.0_-152.0,35.920000,-151.750000,0.137000
565,36.0_-151.0,36.620000,-150.680000,0.374000
566,36.0_-150.0,36.580000,-149.560000,0.022350
567,36.0_-151.0,36.620000,-150.680000,0.374000
568,37.0_-152.0,37.730000,-151.525000,0.245000
569,36.0_-153.0,36.880000,-152.110000,0.122000
570,37.0_-152.0,37.730000,-151.525000,0.245000
571,38.0_-151.0,38.380000,-150.155000,0.097450
572,39.0_-150.0,39.690000,-149.700000,0.034400
573,40.0_-150.0,40.330000,-149.840000,0.000000
574,41.0_-150.0,41.310000,-149.330000,0.000000
575,41.0_-151.0,41.000000,-150.660000,0.000000
576,40.0_-150.0,40.330000,-149.840000,0.000000
577,40.0_-149.0,40.614567,-148.210833,0.068033
578,39.0_-148.0,39.760000,-147.720000,0.002530
579,40.0_-147.0,40.438600,-146.605150,0.048900
580,40.0_-146.0,40.580000,-145.080000,0.012100
581,40.0_-145.0,40.089500,-144.454500,0.208000
582,41.0_-144.0,41.180000,-143.620000,0.013200
583,42.0_-144.0,42.260000,-143.340000,0.016400
584,42.0_-143.0,42.960000,-142.250000,0.005230
585,41.0_-144.0,41.180000,-143.620000,0.013200
586,40.0_-145.0,40.089500,-144.454500,0.208000
587,40.0_-146.0,40.580000,-145.080000,0.012100
588,40.0_-147.0,40.438600,-146.605150,0.048900
589,39.0_-148.0,39.760000,-147.720000,0.002530
590,40.0_-149.0,40.614567,-148.210833,0.068033
591,40.0_-150.0,40.330000,-149.840000,0.000000
592,40.0_-151.0,40.513300,-150.160000,0.138000
593,40.0_-152.0,40.478150,-151.284650,0.021350
594,40.0_-153.0,40.595000,-152.395000,0.652585
595,39.0_-154.0,39.730000,-153.370000,0.016800
596,40.0_-155.0,40.540000,-154.310000,0.013500
597,41.0_-155.0,41.283800,-154.254500,0.412000
598,41.0_-156.0,41.330050,-155.719250,0.290500
599,41.0_-157.0,41.039800,-156.236700,0.165000
600,40.0_-157.0,40.335250,-156.393500,0.062500
601,40.0_-158.0,40.210000,-157.430000,0.102000
602,39.0_-157.0,39.124700,-156.916200,0.057800
603,40.0_-158.0,40.210000,-157.430000,0.102000
604,39.0_-159.0,39.410000,-158.720000,0.034700
605,38.0_-160.0,38.670000,-159.240000,0.070700
606,37.0_-160.0,37.515000,-159.630000,0.012660
607,36.0_-161.0,36.070000,-160.150000,0.039200
608,37.0_-160.0,37.515000,-159.630000,0.012660
609,38.0_-160.0,38.670000,-159.240000,0.070700
610,39.0_-159.0,39.410000,-158.720000,0.034700
611,40.0_-158.0,40.210000,-157.430000,0.102000
612,41.0_-157.0,41.039800,-156.236700,0.165000
613,41.0_-156.0,41.330050,-155.719250,0.290500
614,40.0_-155.0,40.540000,-154.310000,0.013500
615,39.0_-154.0,39.730000,-153.370000,0.016800
616,38.0_-155.0,38.160000,-154.290000,0.042900
617,37.0_-154.0,37.120000,-153.550000,0.127000
618,36.0_-155.0,36.130000,-154.970000,0.224000
619,35.0_-156.0,35.110000,-155.490000,0.226000
620,34.0_-156.0,34.030000,-155.850000,0.008710
621,33.0_-156.0,33.095000,-155.340000,0.026750
622,32.0_-156.0,32.560000,-155.425000,0.098600
623,31.0_-156.0,31.850000,-155.840000,0.096900
624,30.0_-156.0,30.310000,-155.930000,0.046200
625,29.0_-156.0,29.990000,-155.700000,0.017400
626,28.0_-157.0,28.250000,-156.870000,0.024000
627,27.0_-157.0,27.250000,-156.770000,0.000000
628,26.0_-157.0,26.590000,-156.820000,0.004350
629,26.0_-158.0,26.510000,-157.970000,0.022800
630,25.0_-158.0,25.790000,-157.705000,0.026300
631,24.0_-158.0,24.705000,-157.535000,0.016350
632,24.0_-157.0,24.080000,-156.870000,0.018400
633,23.0_-157.0,23.475000,-156.450000,0.007850
634,23.0_-158.0,23.550000,-157.507500,0.007088
635,24.0_-157.0,24.080000,-156.870000,0.018400
636,25.0_-157.0,25.490000,-156.950000,0.000000
637,25.0_-158.0,25.790000,-157.705000,0.026300
638,25.0_-159.0,25.392743,-158.530686,0.018824
639,25.0_-160.0,25.460000,-159.225000,0.004395
640,25.0_-161.0,25.350000,-160.950000,0.023200
641,26.0_-161.0,26.652800,-160.302500,0.502000
642,26.0_-160.0,26.270000,-159.010000,0.005930
643,27.0_-160.0,27.303333,-159.560000,0.007577
644,28.0_-161.0,28.489150,-160.202900,0.334450
645,29.0_-161.0,29.393333,-160.410000,0.043507
646,30.0_-161.0,30.750000,-160.510000,0.050500
647,31.0_-162.0,31.430000,-161.520000,0.023400
648,30.0_-162.0,30.870000,-161.270000,0.006690
649,29.0_-163.0,29.536000,-162.337650,0.201500
650,30.0_-164.0,30.542200,-163.229200,0.065000
651,31.0_-165.0,31.606800,-164.254300,0.186000
652,30.0_-166.0,30.554800,-165.417650,0.062300
653,31.0_-165.0,31.606800,-164.254300,0.186000
654,30.0_-164.0,30.542200,-163.229200,0.065000
655,29.0_-163.0,29.536000,-162.337650,0.201500
656,30.0_-162.0,30.870000,-161.270000,0.006690
657,29.0_-161.0,29.393333,-160.410000,0.043507
658,28.0_-161.0,28.489150,-160.202900,0.334450
659,27.0_-160.0,27.303333,-159.560000,0.007577
660,26.0_-159.0,26.456667,-158.486667,0.026533
661,25.0_-159.0,25.392743,-158.530686,0.018824
662,24.0_-159.0,24.411429,-158.478571,0.008824
663,23.0_-159.0,23.464286,-158.805714,0.007879
664,22.0_-160.0,22.030000,-159.920000,0.000000
665,22.0_-161.0,22.420020,-160.497260,0.012458
666,23.0_-161.0,23.598500,-160.384600,0.013514
667,22.0_-162.0,22.956700,-161.910700,0.009120
668,23.0_-163.0,23.205000,-162.435000,0.015800
669,23.0_-164.0,23.580000,-163.700000,0.021100
670,23.0_-165.0,23.540233,-164.453733,0.035540
671,23.0_-166.0,23.780000,-165.150000,0.001230
672,24.0_-166.0,24.900000,-165.080000,0.005390
673,25.0_-165.0,25.120000,-164.410000,0.000000
674,26.0_-166.0,26.240000,-165.560000,0.005320
675,26.0_-167.0,26.800000,-166.540000,0.178000
676,26.0_-166.0,26.240000,-165.560000,0.005320
677,25.0_-165.0,25.120000,-164.410000,0.000000
678,24.0_-166.0,24.900000,-165.080000,0.005390
679,23.0_-165.0,23.540233,-164.453733,0.035540
680,23.0_-164.0,23.580000,-163.700000,0.021100
681,23.0_-163.0,23.205000,-162.435000,0.015800
682,22.0_-162.0,22.956700,-161.910700,0.009120
683,21.0_-161.0,21.650400,-160.544400,0.008380
684,22.0_-160.0,22.030000,-159.920000,0.000000
685,21.0_-159.0,21.568333,-158.420000,0.001092
686,20.0_-159.0,20.443333,-158.143333,0.003300
687,20.0_-158.0,20.638182,-157.536364,0.008960
688,20.0_-157.0,20.566667,-156.726667,0.008333
689,20.0_-156.0,20.576667,-155.513333,0.001060
690,19.0_-155.0,19.473245,-154.642582,0.008559
691,18.0_-154.0,18.425000,-153.545000,0.000199
692,18.0_-153.0,18.365000,-152.585000,0.000000
693,18.0_-154.0,18.425000,-153.545000,0.000199
694,19.0_-155.0,19.473245,-154.642582,0.008559
695,20.0_-154.0,20.185000,-153.665000,0.006740
696,21.0_-153.0,21.265000,-152.185000,0.038200
697,21.0_-152.0,21.805000,-151.565000,0.011950
698,21.0_-151.0,21.060000,-150.320000,0.062600
699,22.0_-151.0,22.705000,-150.535000,0.065250
700,22.0_-152.0,22.300000,-151.030000,0.013600
701,22.0_-151.0,22.705000,-150.535000,0.065250
702,23.0_-150.0,23.530000,-149.525000,0.078500
703,24.0_-149.0,24.340000,-148.530000,0.220000
704,25.0_-150.0,25.568600,-149.135800,1.110000
705,26.0_-149.0,26.497200,-148.742600,0.162000
706,25.0_-148.0,25.213333,-147.670000,0.887333
707,24.0_-147.0,24.480450,-146.574975,0.018015
708,25.0_-148.0,25.213333,-147.670000,0.887333
709,26.0_-148.0,26.600050,-147.402000,0.765500
710,27.0_-147.0,27.393633,-146.559867,1.820667
711,28.0_-147.0,28.440000,-146.186667,1.197667
712,29.0_-146.0,29.400000,-145.870000,0.746333
713,30.0_-146.0,30.206250,-145.485000,0.636088
714,31.0_-147.0,31.510000,-146.630000,0.259000
715,30.0_-148.0,30.740000,-147.730000,0.177000
716,30.0_-149.0,30.750000,-148.610000,0.295000
717,30.0_-150.0,30.820000,-149.570000,0.100000
718,29.0_-151.0,29.830000,-151.000000,0.116000
719,28.0_-152.0,28.460000,-151.800000,0.056000
720,29.0_-151.0,29.830000,-151.000000,0.116000
721,30.0_-151.0,30.846667,-150.626667,0.046780
722,31.0_-152.0,31.200000,-151.630000,0.018600
723,30.0_-153.0,30.200000,-152.670000,0.067000
724,30.0_-154.0,30.513333,-153.773333,0.254767
725,30.0_-155.0,30.183333,-154.530000,0.068033
726,29.0_-156.0,29.990000,-155.700000,0.017400
727,28.0_-157.0,28.250000,-156.870000,0.024000
728,27.0_-158.0,27.376667,-157.706667,0.178500
729,26.0_-158.0,26.510000,-157.970000,0.022800
730,25.0_-158.0,25.790000,-157.705000,0.026300
731,24.0_-158.0,24.705000,-157.535000,0.016350
732,23.0_-158.0,23.550000,-157.507500,0.007088
733,22.0_-158.0,22.392000,-157.506000,0.009654
734,21.0_-158.0,21.394545,-157.598182,0.005917
735,20.0_-159.0,20.443333,-158.143333,0.003300
736,19.0_-160.0,19.136667,-159.503333,0.013217
737,19.0_-161.0,19.320000,-160.650000,0.011800
738,19.0_-162.0,19.830000,-161.680000,0.007980
739,20.0_-163.0,20.240000,-162.790000,0.009570
740,20.0_-164.0,20.610000,-163.490000,0.002850
741,21.0_-165.0,21.010000,-164.370000,0.017500
742,21.0_-166.0,21.640000,-165.740000,0.018400
743,21.0_-165.0,21.010000,-164.370000,0.017500
744,20.0_-164.0,20.610000,-163.490000,0.002850
745,20.0_-163.0,20.240000,-162.790000,0.009570
746,19.0_-162.0,19.830000,-161.680000,0.007980
747,19.0_-161.0,19.320000,-160.650000,0.011800
748,19.0_-160.0,19.136667,-159.503333,0.013217
749,19.0_-159.0,19.576000,-158.405000,0.003482
750,20.0_-158.0,20.638182,-157.536364,0.008960
751,21.0_-157.0,21.425000,-156.245000,0.012640
752,21.0_-156.0,21.890000,-155.660000,0.450000
753,22.0_-155.0,22.697900,-154.636600,0.008000
754,23.0_-154.0,23.227800,-153.459500,0.284000
755,23.0_-153.0,23.583800,-152.013300,0.026000
756,24.0_-152.0,24.629300,-151.661100,0.036000
757,25.0_-151.0,25.135400,-150.471900,0.698000
758,25.0_-150.0,25.568600,-149.135800,1.110000
759,26.0_-149.0,26.497200,-148.742600,0.162000
760,26.0_-148.0,26.600050,-147.402000,0.765500
761,27.0_-147.0,27.393633,-146.559867,1.820667
762,28.0_-147.0,28.440000,-146.186667,1.197667
763,29.0_-146.0,29.400000,-145.870000,0.746333
764,30.0_-145.0,30.022500,-144.392500,0.113575
765,30.0_-144.0,30.036667,-143.590000,0.078067
766,30.0_-143.0,30.013333,-142.336667,0.145833
767,30.0_-142.0,30.154175,-141.441650,1.660250
768,30.0_-141.0,30.409138,-140.675225,1.713000
769,31.0_-140.0,31.786671,-139.681171,1.529714
770,32.0_-139.0,32.192660,-138.615380,1.406400
771,32.0_-138.0,32.193908,-137.729375,1.765333
772,32.0_-137.0,32.318000,-136.501633,2.596667
773,32.0_-136.0,32.101400,-135.480300,3.910000
774,32.0_-135.0,32.120600,-134.231500,20.000000
775,32.0_-134.0,32.143900,-133.182300,0.209000
776,32.0_-133.0,32.173300,-132.332100,0.837000
777,32.0_-132.0,32.563150,-131.483850,0.124000
778,32.0_-131.0,32.588060,-130.583000,0.477340
779,32.0_-130.0,32.506250,-129.237950,0.136500
780,32.0_-129.0,32.602700,-128.454750,0.138415
781,32.0_-128.0,32.258400,-127.365300,0.159000
782,32.0_-127.0,32.288500,-126.280300,0.095000
783,32.0_-126.0,32.308700,-125.230800,0.074000
784,31.0_-125.0,31.914167,-124.163667,0.215467
785,31.0_-124.0,31.427667,-123.416200,0.102900
786,31.0_-123.0,31.538136,-122.484545,0.103222
787,30.0_-122.0,30.768714,-121.536571,0.022557
788,30.0_-121.0,30.430000,-120.293333,0.001063
789,29.0_-120.0,29.576667,-119.706667,0.000000
790,29.0_-119.0,29.374000,-118.612000,0.000000
791,28.0_-118.0,28.481667,-117.705000,0.000000
792,27.0_-117.0,27.740000,-116.265000,0.000000
793,26.0_-116.0,26.835000,-115.395000,0.000000
794,25.0_-115.0,25.650000,-114.427500,0.002243
795,25.0_-114.0,25.546667,-113.606667,0.000281
796,24.0_-113.0,24.582000,-112.496000,0.000334
797,23.0_-112.0,23.340000,-111.560000,0.001230
798,22.0_-111.0,22.793333,-110.348333,0.003662
799,22.0_-110.0,22.716667,-109.563333,0.002917
800,22.0_-109.0,22.462500,-108.572500,0.000000
801,21.0_-108.0,21.010000,-107.620000,0.004300
802,20.0_-107.0,20.318571,-106.491429,0.001777
803,20.0_-106.0,20.546667,-105.725000,0.001900
804,21.0_-106.0,21.440000,-105.600000,0.002320
