ordem,celula,lat,lon,densidade
69,-13.0_-152.0,-12.410000,-151.210000,0.000000
70,-14.0_-152.0,-13.565000,-151.195000,0.005320
71,-15.0_-153.0,-14.303333,-152.466667,0.000000
72,-16.0_-152.0,-15.530000,-151.935000,0.001115
73,-17.0_-152.0,-16.575556,-151.663333,0.001386
74,-18.0_-152.0,-17.230000,-151.532500,0.000000
75,-18.0_-151.0,-17.177333,-150.410000,0.000205
76,-18.0_-150.0,-17.213333,-149.690000,0.001005
77,-17.0_-150.0,-16.574615,-149.398462,0.001652
78,-16.0_-150.0,-15.786667,-149.320000,0.001063
79,-16.0_-149.0,-15.564091,-148.428636,0.001055
80,-15.0_-149.0,-14.415000,-148.600000,0.000000
81,-14.0_-149.0,-13.405000,-148.160000,0.000540
82,-14.0_-150.0,-13.810000,-149.850000,0.000000
83,-13.0_-150.0,-12.590000,-149.530000,0.000000
84,-12.0_-149.0,-11.740000,-148.420000,0.000000
85,-13.0_-148.0,-12.790000,-147.510000,0.000000
86,-14.0_-147.0,-13.608000,-146.554000,0.000840
87,-14.0_-146.0,-13.672000,-145.332000,0.000952
88,-15.0_-146.0,-14.910000,-145.930000,0.000818
89,-15.0_-145.0,-14.110000,-144.405000,0.002700
90,-15.0_-144.0,-14.030000,-143.010000,0.016400
91,-14.0_-144.0,-13.383333,-143.336667,0.000000
92,-14.0_-145.0,-13.346667,-144.543333,0.000000
93,-13.0_-145.0,-12.720000,-144.252000,0.002692
94,-12.0_-145.0,-11.682500,-144.530000,0.000000
95,-11.0_-145.0,-10.435000,-144.740000,0.000000
96,-11.0_-144.0,-10.440000,-143.542857,0.000501
97,-11.0_-143.0,-10.490000,-142.538333,0.000435
98,-10.0_-143.0,-9.545000,-142.700000,0.002500
99,-9.0_-143.0,-8.660000,-142.500000,0.000535
100,-8.0_-143.0,-7.240000,-142.630000,0.000000
101,-7.0_-143.0,-6.700000,-142.640000,0.001170
102,-7.0_-142.0,-6.730000,-141.455000,0.000000
103,-7.0_-141.0,-6.586000,-140.500000,0.000800
104,-6.0_-141.0,-5.754000,-140.574000,0.000216
105,-6.0_-142.0,-5.466667,-141.566667,0.000277
106,-5.0_-142.0,-4.422000,-141.526000,0.000343
107,-5.0_-143.0,-4.620000,-142.452500,0.000000
108,-4.0_-143.0,-3.550000,-142.705000,0.000000
109,-3.0_-143.0,-2.373333,-142.140000,0.000322
110,-3.0_-144.0,-2.175000,-143.795000,0.000000
111,-2.0_-144.0,-1.670000,-143.520000,0.000000
112,-1.0_-144.0,-0.425000,-143.707500,0.000000
113,-1.0_-143.0,-0.440000,-142.410000,0.001620
114,-2.0_-143.0,-1.302500,-142.377500,0.000000
115,-2.0_-142.0,-1.620000,-141.900000,0.000000
116,-3.0_-142.0,-2.646667,-141.373333,0.000000
117,-3.0_-141.0,-2.640000,-140.210000,0.000000
118,-4.0_-141.0,-3.670000,-140.340000,0.000000
119,-4.0_-142.0,-3.263333,-141.726667,0.000000
120,-5.0_-141.0,-4.490000,-140.256667,0.000000
121,-6.0_-140.0,-5.530000,-139.850000,0.000000
122,-7.0_-140.0,-6.405000,-139.795000,0.000000
123,-8.0_-140.0,-7.490000,-139.880000,0.000000
124,-8.0_-141.0,-7.640000,-140.627273,0.000098
125,-9.0_-141.0,-8.524118,-140.494706,0.000151
126,-10.0_-141.0,-9.338125,-140.602500,0.000287
127,-10.0_-142.0,-9.525000,-141.572500,0.000391
128,-11.0_-142.0,-10.286667,-141.686667,0.000203
129,-12.0_-142.0,-11.561111,-141.562222,0.000317
130,-12.0_-143.0,-11.365000,-142.695000,0.000000
131,-13.0_-143.0,-12.500000,-142.355000,0.000000
132,-14.0_-142.0,-13.303333,-141.150000,0.000000
133,-13.0_-143.0,-12.500000,-142.355000,0.000000
134,-12.0_-142.0,-11.561111,-141.562222,0.000317
135,-11.0_-141.0,-10.475000,-140.585000,0.000000
136,-11.0_-140.0,-10.360000,-139.890000,0.000000
137,-10.0_-140.0,-9.608889,-139.684444,0.000256
138,-10.0_-139.0,-9.610000,-138.580000,0.001273
139,-9.0_-139.0,-8.445000,-138.615000,0.000535
140,-9.0_-138.0,-8.266667,-137.613333,0.000510
141,-10.0_-138.0,-9.190000,-137.430000,0.000000
142,-11.0_-138.0,-10.503333,-137.450000,0.000000
143,-12.0_-139.0,-11.180000,-138.440000,0.003240
144,-13.0_-140.0,-12.940000,-139.580000,0.000000
145,-12.0_-139.0,-11.180000,-138.440000,0.003240
146,-11.0_-138.0,-10.503333,-137.450000,0.000000
147,-10.0_-137.0,-9.520000,-136.600000,0.000000
148,-9.0_-136.0,-8.360000,-135.960000,0.000000
149,-8.0_-136.0,-7.360000,-135.300000,0.000000
150,-8.0_-137.0,-7.700000,-136.475000,0.001080
151,-7.0_-137.0,-6.558000,-136.568000,0.000180
152,-7.0_-136.0,-6.860000,-135.800000,0.000000
153,-7.0_-135.0,-6.335000,-134.850000,0.000000
154,-6.0_-135.0,-5.445000,-134.610000,0.000000
155,-6.0_-134.0,-5.290000,-133.745000,0.000000
156,-5.0_-134.0,-4.315000,-133.950000,0.000000
157,-4.0_-134.0,-3.250000,-133.280000,0.000000
158,-4.0_-135.0,-3.080000,-134.480000,0.000820
159,-5.0_-135.0,-4.350000,-134.390000,0.000000
160,-5.0_-136.0,-4.670000,-135.250000,0.000000
161,-6.0_-136.0,-5.710000,-135.727500,0.000000
162,-7.0_-137.0,-6.558000,-136.568000,0.000180
163,-8.0_-138.0,-7.605000,-137.460000,0.000000
164,-9.0_-139.0,-8.445000,-138.615000,0.000535
165,-9.0_-140.0,-8.806667,-139.490000,0.000000
166,-9.0_-141.0,-8.524118,-140.494706,0.000151
167,-9.0_-142.0,-8.414286,-141.380000,0.000000
168,-8.0_-142.0,-7.805000,-141.815000,0.000000
169,-7.0_-143.0,-6.700000,-142.640000,0.001170
170,-7.0_-144.0,-6.395000,-143.375000,0.000000
171,-7.0_-145.0,-6.130000,-144.090000,0.000000
172,-6.0_-145.0,-5.440000,-144.600000,0.001225
173,-5.0_-145.0,-4.950000,-144.820000,0.000000
174,-5.0_-146.0,-4.440000,-145.720000,0.000000
175,-5.0_-147.0,-4.720000,-146.480000,0.000000
176,-4.0_-148.0,-3.690000,-147.010000,0.000000
177,-4.0_-149.0,-3.240000,-148.440000,0.000000
178,-3.0_-150.0,-2.500000,-149.425000,0.000000
179,-2.0_-151.0,-1.570000,-150.445000,0.000000
180,-2.0_-152.0,-1.670000,-151.290000,0.000000
181,-1.0_-152.0,-0.980000,-151.740000,0.000000
182,-1.0_-153.0,-0.730000,-152.550000,0.000000
183,-2.0_-153.0,-1.060000,-152.270000,0.000000
184,-1.0_-154.0,-0.205000,-153.555000,0.000000
185,-1.0_-153.0,-0.730000,-152.550000,0.000000
186,-1.0_-152.0,-0.980000,-151.740000,0.000000
187,-2.0_-151.0,-1.570000,-150.445000,0.000000
188,-3.0_-150.0,-2.500000,-149.425000,0.000000
189,-4.0_-149.0,-3.240000,-148.440000,0.000000
190,-4.0_-148.0,-3.690000,-147.010000,0.000000
191,-5.0_-147.0,-4.720000,-146.480000,0.000000
192,-6.0_-146.0,-5.150000,-145.500000,0.000000
193,-6.0_-145.0,-5.440000,-144.600000,0.001225
194,-7.0_-144.0,-6.395000,-143.375000,0.000000
195,-8.0_-143.0,-7.240000,-142.630000,0.000000
196,-9.0_-143.0,-8.660000,-142.500000,0.000535
197,-10.0_-143.0,-9.545000,-142.700000,0.002500
198,-11.0_-144.0,-10.440000,-143.542857,0.000501
199,-10.0_-145.0,-10.000000,-144.790000,0.000000
200,-11.0_-144.0,-10.440000,-143.542857,0.000501
201,-10.0_-143.0,-9.545000,-142.700000,0.002500
202,-9.0_-143.0,-8.660000,-142.500000,0.000535
203,-8.0_-143.0,-7.240000,-142.630000,0.000000
204,-7.0_-143.0,-6.700000,-142.640000,0.001170
205,-6.0_-142.0,-5.466667,-141.566667,0.000277
206,-5.0_-142.0,-4.422000,-141.526000,0.000343
207,-4.0_-142.0,-3.263333,-141.726667,0.000000
208,-3.0_-142.0,-2.646667,-141.373333,0.000000
209,-2.0_-141.0,-1.750000,-140.280000,0.000000
210,-1.0_-141.0,-0.515000,-140.255000,0.000000
211,-1.0_-142.0,-0.990000,-141.840000,0.000000
212,-1.0_-143.0,-0.440000,-142.410000,0.001620
213,-1.0_-144.0,-0.425000,-143.707500,0.000000
214,-2.0_-145.0,-1.123333,-144.580000,0.000000
215,-1.0_-146.0,-0.520000,-145.080000,0.000000
216,-2.0_-145.0,-1.123333,-144.580000,0.000000
217,-3.0_-144.0,-2.175000,-143.795000,0.000000
218,-4.0_-143.0,-3.550000,-142.705000,0.000000
219,-5.0_-142.0,-4.422000,-141.526000,0.000343
220,-6.0_-142.0,-5.466667,-141.566667,0.000277
221,-7.0_-141.0,-6.586000,-140.500000,0.000800
222,-8.0_-140.0,-7.490000,-139.880000,0.000000
223,-9.0_-139.0,-8.445000,-138.615000,0.000535
224,-9.0_-138.0,-8.266667,-137.613333,0.000510
225,-8.0_-137.0,-7.700000,-136.475000,0.001080
226,-8.0_-136.0,-7.360000,-135.300000,0.000000
227,-7.0_-135.0,-6.335000,-134.850000,0.000000
228,-6.0_-134.0,-5.290000,-133.745000,0.000000
229,-5.0_-133.0,-4.580000,-132.420000,0.000000
230,-5.0_-132.0,-4.010000,-131.070000,0.000000
231,-4.0_-131.0,-3.540000,-130.080000,0.000000
232,-3.0_-132.0,-2.970000,-131.680000,0.001080
233,-2.0_-132.0,-1.420000,-131.690000,0.000000
234,-2.0_-133.0,-1.660000,-132.340000,0.000000
235,-1.0_-133.0,-0.610000,-132.685000,0.000361
236,-2.0_-133.0,-1.660000,-132.340000,0.000000
237,-3.0_-133.0,-2.386667,-132.440000,0.000000
238,-4.0_-133.0,-3.090000,-132.540000,0.000000
239,-3.0_-132.0,-2.970000,-131.680000,0.001080
240,-2.0_-132.0,-1.420000,-131.690000,0.000000
241,-1.0_-131.0,-0.710000,-130.565000,0.000000
242,-1.0_-130.0,-0.180000,-129.700000,0.000000
243,-2.0_-130.0,-1.110000,-129.560000,0.001440
244,-1.0_-129.0,-0.180000,-128.470000,0.000000
245,-2.0_-130.0,-1.110000,-129.560000,0.001440
246,-3.0_-129.0,-2.660000,-128.540000,0.000000
247,-3.0_-128.0,-2.210000,-127.830000,0.000000
248,-2.0_-127.0,-1.560000,-126.970000,0.000000
249,-1.0_-127.0,-0.590000,-126.030000,0.000000
250,0.0_-126.0,0.500000,-125.190000,0.000000
251,1.0_-126.0,1.990000,-125.330000,0.000000
252,2.0_-126.0,2.630000,-125.660000,0.000000
253,3.0_-126.0,3.170000,-125.660000,0.000000
254,4.0_-125.0,4.070000,-124.060000,0.000000
255,4.0_-124.0,4.640000,-123.160000,0.000000
256,5.0_-123.0,5.215000,-122.585000,0.000000
257,6.0_-122.0,6.440000,-121.445000,0.000000
258,7.0_-121.0,7.470000,-120.205000,0.000000
259,8.0_-120.0,8.356667,-119.530000,0.000725
260,9.0_-120.0,9.220000,-119.030000,0.000000
261,10.0_-119.0,10.190000,-118.115000,0.000000
262,11.0_-118.0,11.653333,-117.686667,0.001080
263,12.0_-117.0,12.690000,-116.900000,0.003240
264,13.0_-116.0,13.800000,-115.760000,0.140000
265,14.0_-115.0,14.670000,-114.545000,0.000520
266,14.0_-114.0,14.280000,-113.590000,0.000000
267,15.0_-113.0,15.550000,-112.683333,0.000327
268,16.0_-112.0,16.800000,-111.400000,0.000454
269,17.0_-112.0,17.526667,-111.536667,0.003397
270,18.0_-111.0,18.553333,-110.496667,0.003723
271,19.0_-110.0,19.446667,-109.330000,0.003967
272,20.0_-111.0,20.270000,-110.460000,0.004100
273,21.0_-111.0,21.395000,-110.310000,0.000000
274,22.0_-112.0,22.910000,-111.240000,0.001145
275,23.0_-113.0,23.640000,-112.366000,0.000528
276,24.0_-114.0,24.815000,-113.250000,0.000000
277,25.0_-115.0,25.650000,-114.427500,0.002243
278,26.0_-116.0,26.835000,-115.395000,0.000000
279,27.0_-117.0,27.740000,-116.265000,0.000000
280,27.0_-118.0,27.900000,-117.180000,0.000000
281,28.0_-119.0,28.660000,-118.305000,0.000000
282,29.0_-120.0,29.576667,-119.706667,0.000000
283,30.0_-121.0,30.430000,-120.293333,0.001063
284,30.0_-122.0,30.768714,-121.536571,0.022557
285,31.0_-123.0,31.538136,-122.484545,0.103222
286,31.0_-124.0,31.427667,-123.416200,0.102900
287,31.0_-125.0,31.914167,-124.163667,0.215467
288,32.0_-126.0,32.308700,-125.230800,0.074000
289,32.0_-127.0,32.288500,-126.280300,0.095000
290,32.0_-128.0,32.258400,-127.365300,0.159000
291,32.0_-129.0,32.602700,-128.454750,0.138415
292,32.0_-130.0,32.506250,-129.237950,0.136500
293,32.0_-131.0,32.588060,-130.583000,0.477340
294,32.0_-132.0,32.563150,-131.483850,0.124000
295,32.0_-133.0,32.173300,-132.332100,0.837000
296,32.0_-134.0,32.143900,-133.182300,0.209000
297,32.0_-135.0,32.120600,-134.231500,20.000000
298,32.0_-136.0,32.101400,-135.480300,3.910000
299,32.0_-137.0,32.318000,-136.501633,2.596667
300,32.0_-138.0,32.193908,-137.729375,1.765333
301,32.0_-139.0,32.192660,-138.615380,1.406400
302,31.0_-140.0,31.786671,-139.681171,1.529714
303,30.0_-141.0,30.409138,-140.675225,1.713000
304,30.0_-142.0,30.154175,-141.441650,1.660250
305,30.0_-143.0,30.013333,-142.336667,0.145833
306,30.0_-144.0,30.036667,-143.590000,0.078067
307,30.0_-145.0,30.022500,-144.392500,0.113575
308,29.0_-146.0,29.400000,-145.870000,0.746333
309,28.0_-147.0,28.440000,-146.186667,1.197667
310,27.0_-147.0,27.393633,-146.559867,1.820667
311,26.0_-148.0,26.600050,-147.402000,0.765500
312,25.0_-148.0,25.213333,-147.670000,0.887333
313,24.0_-149.0,24.340000,-148.530000,0.220000
314,23.0_-150.0,23.530000,-149.525000,0.078500
315,22.0_-151.0,22.705000,-150.535000,0.065250
316,22.0_-152.0,22.300000,-151.030000,0.013600
317,21.0_-153.0,21.265000,-152.185000,0.038200
318,20.0_-154.0,20.185000,-153.665000,0.006740
319,19.0_-155.0,19.473245,-154.642582,0.008559
320,18.0_-156.0,18.729800,-155.764525,0.008305
321,17.0_-157.0,17.597500,-156.615000,0.002590
322,16.0_-158.0,16.526667,-157.746667,0.000305
323,15.0_-159.0,15.435000,-158.430000,0.001710
324,14.0_-159.0,14.512500,-158.506250,0.001424
325,13.0_-159.0,13.796667,-158.796667,0.003600
326,12.0_-159.0,12.286667,-158.293333,0.000450
327,11.0_-159.0,11.370000,-158.370000,0.000000
328,10.0_-159.0,10.510000,-158.950000,0.000000
329,9.0_-159.0,9.480000,-158.870000,0.000000
330,8.0_-159.0,8.560000,-158.710000,0.000000
331,7.0_-159.0,7.400000,-158.450000,0.000000
332,6.0_-159.0,6.390000,-158.160000,0.007320
333,5.0_-159.0,5.680000,-158.020000,0.000822
334,4.0_-158.0,4.642000,-157.566000,0.000000
335,3.0_-158.0,3.651667,-157.388333,0.000885
336,2.0_-158.0,2.594286,-157.554286,0.000000
337,1.0_-158.0,1.643000,-157.598000,0.000000
338,0.0_-158.0,0.385714,-157.681429,0.000387
339,-1.0_-158.0,-0.215000,-157.500000,0.000000
340,-2.0_-158.0,-1.220000,-157.850000,0.001320
341,-3.0_-158.0,-2.396667,-157.536667,0.001013
342,-4.0_-158.0,-3.537500,-157.167500,0.000000
343,-5.0_-158.0,-4.620000,-157.380000,0.000000
344,-6.0_-158.0,-5.420000,-157.360000,0.000000
345,-7.0_-158.0,-6.390000,-157.320000,0.000000
346,-8.0_-157.0,-7.333333,-156.480000,0.000000
347,-9.0_-156.0,-8.730000,-155.870000,0.000000
348,-10.0_-155.0,-9.340000,-154.250000,0.000000
