Id,Label,Latitude,Longitude,Densidade,Tipo
"23.0_-68.0","23.0_-68.0",23.3620,-67.6920,0.008080,"Intermediario"
"56.0_-2.0","56.0_-2.0",56.4920,-1.4575,0.033900,"Intermediario"
"-18.0_140.0","-18.0_140.0",-17.0615,140.7747,0.000000,"Intermediario"
"42.0_138.0","42.0_138.0",42.5282,138.5459,10.160000,"Intermediario"
"14.0_130.0","14.0_130.0",14.0186,130.8809,0.131000,"Intermediario"
"35.0_-156.0","35.0_-156.0",35.1100,-155.4900,0.226000,"Intermediario"
"8.0_-124.0","8.0_-124.0",8.3050,-123.4200,0.000540,"Intermediario"
"19.0_-158.0","19.0_-158.0",19.3167,-157.6583,0.007015,"Intermediario"
"-8.0_98.0","-8.0_98.0",-7.7071,98.2521,0.177300,"Intermediario"
"-34.0_37.0","-34.0_37.0",-33.9100,37.0300,0.007060,"Intermediario"
"28.0_-158.0","28.0_-158.0",28.5860,-157.7640,0.171904,"Intermediario"
"-9.0_-156.0","-9.0_-156.0",-8.7300,-155.8700,0.000000,"Intermediario"
"10.0_-133.0","10.0_-133.0",10.6200,-132.6100,0.000000,"Intermediario"
"52.0_-7.0","52.0_-7.0",52.0818,-6.9457,41.055556,"Intermediario"
"25.0_-160.0","25.0_-160.0",25.4600,-159.2250,0.004395,"Intermediario"
"38.0_-150.0","38.0_-150.0",38.6350,-149.7200,0.225000,"Intermediario"
"20.0_-164.0","20.0_-164.0",20.6100,-163.4900,0.002850,"Intermediario"
"-22.0_-36.0","-22.0_-36.0",-21.0900,-35.9700,0.006770,"Intermediario"
"23.0_-42.0","23.0_-42.0",23.7400,-41.9000,0.012300,"Intermediario"
"21.0_-152.0","21.0_-152.0",21.8050,-151.5650,0.011950,"Intermediario"
"19.0_-67.0","19.0_-67.0",19.2600,-66.9100,0.010200,"Intermediario"
"20.0_129.0","20.0_129.0",20.8770,129.6497,0.273900,"Intermediario"
"26.0_-77.0","26.0_-77.0",26.3675,-76.6725,0.051325,"Intermediario"
"52.0_-12.0","52.0_-12.0",52.3570,-11.5440,9.500000,"Intermediario"
"-7.0_-141.0","-7.0_-141.0",-6.5860,-140.5000,0.000800,"Intermediario"
"-35.0_0.0","-35.0_0.0",-34.5039,0.0250,0.060600,"Intermediario"
"0.0_-126.0","0.0_-126.0",0.5000,-125.1900,0.000000,"Intermediario"
"33.0_-141.0","33.0_-141.0",33.8990,-140.5267,0.798200,"Intermediario"
"-31.0_-97.0","-31.0_-97.0",-30.5732,-96.2025,0.012700,"Intermediario"
"41.0_-10.0","41.0_-10.0",41.9952,-9.0102,0.632000,"Intermediario"
"41.0_-67.0","41.0_-67.0",41.4500,-66.3750,0.003930,"Intermediario"
"4.0_-147.0","4.0_-147.0",4.6500,-146.2300,0.000000,"Intermediario"
"56.0_1.0","56.0_1.0",56.8171,1.3029,0.005700,"Intermediario"
"-33.0_12.0","-33.0_12.0",-32.8100,12.7700,0.005070,"Intermediario"
"13.0_-72.0","13.0_-72.0",13.2400,-71.2867,0.018233,"Intermediario"
"36.0_-139.0","36.0_-139.0",36.4900,-138.8400,0.159000,"Intermediario"
"43.0_-61.0","43.0_-61.0",43.1771,-60.6871,0.004054,"Intermediario"
"28.0_-71.0","28.0_-71.0",28.4924,-70.3512,0.063394,"Intermediario"
"31.0_136.0","31.0_136.0",31.2534,136.9944,0.006400,"Intermediario"
"16.0_-160.0","16.0_-160.0",16.4500,-159.3400,0.000000,"Intermediario"
"33.0_130.0","33.0_130.0",33.7838,130.2650,5.376250,"Intermediario"
"45.0_-2.0","45.0_-2.0",45.7031,-1.7364,0.206000,"Intermediario"
"-9.0_-143.0","-9.0_-143.0",-8.6600,-142.5000,0.000535,"Intermediario"
"0.0_-161.0","0.0_-161.0",0.3933,-160.5900,0.000000,"Intermediario"
"58.0_-8.0","58.0_-8.0",58.4287,-7.4789,2.889111,"Intermediario"
"17.0_-64.0","17.0_-64.0",17.4850,-63.5089,0.005053,"Intermediario"
"38.0_10.0","38.0_10.0",38.7422,10.4132,1.770000,"Intermediario"
"-11.0_87.0","-11.0_87.0",-10.6160,87.5379,0.316000,"Intermediario"
"34.0_33.0","34.0_33.0",34.2264,33.2308,0.375000,"Intermediario"
"60.0_1.0","60.0_1.0",60.6426,1.2113,0.050700,"Intermediario"
"25.0_-58.0","25.0_-58.0",25.6373,-57.6987,0.101780,"Intermediario"
"45.0_-130.0","45.0_-130.0",45.5242,-129.1731,0.023700,"Intermediario"
"-35.0_9.0","-35.0_9.0",-34.0162,9.7782,0.013100,"Intermediario"
"26.0_-112.0","26.0_-112.0",26.8800,-111.1200,0.002160,"Intermediario"
"16.0_-112.0","16.0_-112.0",16.8000,-111.4000,0.000454,"Intermediario"
"23.0_-110.0","23.0_-110.0",23.4714,-109.2993,0.002845,"Intermediario"
"34.0_-62.0","34.0_-62.0",34.4950,-61.4625,0.034300,"Intermediario"
"19.0_-114.0","19.0_-114.0",19.8500,-113.0500,0.000000,"Intermediario"
"41.0_137.0","41.0_137.0",41.3600,137.3155,10.100000,"Intermediario"
"34.0_-173.0","34.0_-173.0",34.5922,-172.9510,0.167000,"Intermediario"
"42.0_143.0","42.0_143.0",42.2464,143.7495,0.533202,"Intermediario"
"40.0_-152.0","40.0_-152.0",40.4782,-151.2847,0.021350,"Intermediario"
"25.0_-155.0","25.0_-155.0",25.4650,-154.2850,0.091100,"Intermediario"
"41.0_2.0","41.0_2.0",41.3294,2.4035,1.011875,"Intermediario"
"17.0_-130.0","17.0_-130.0",17.1500,-129.5900,0.001390,"Intermediario"
"35.0_-76.0","35.0_-76.0",35.9900,-75.1900,0.002700,"Intermediario"
"35.0_-130.0","35.0_-130.0",35.3361,-129.8055,0.053000,"Intermediario"
"21.0_-65.0","21.0_-65.0",21.5167,-64.7783,0.046933,"Intermediario"
"39.0_-69.0","39.0_-69.0",39.5350,-68.5308,0.014752,"Intermediario"
"33.0_139.0","33.0_139.0",33.6376,139.7927,0.135000,"Intermediario"
"32.0_-37.0","32.0_-37.0",32.6252,-36.4067,0.044600,"Intermediario"
"38.0_142.0","38.0_142.0",38.5277,142.4192,10.682357,"Intermediario"
"48.0_-6.0","48.0_-6.0",48.8424,-5.7278,0.000000,"Intermediario"
"4.0_-121.0","4.0_-121.0",4.6500,-120.9800,0.000000,"Intermediario"
"18.0_-157.0","18.0_-157.0",18.6371,-156.6957,0.002620,"Intermediario"
"9.0_-160.0","9.0_-160.0",9.6350,-159.7350,0.000000,"Intermediario"
"57.0_-11.0","57.0_-11.0",57.6823,-10.4887,10.000000,"Intermediario"
"28.0_136.0","28.0_136.0",28.6403,136.5453,0.152650,"Intermediario"
"18.0_-83.0","18.0_-83.0",18.3400,-82.4700,0.000000,"Intermediario"
"-6.0_-140.0","-6.0_-140.0",-5.5300,-139.8500,0.000000,"Intermediario"
"-5.0_-135.0","-5.0_-135.0",-4.3500,-134.3900,0.000000,"Intermediario"
"29.0_-159.0","29.0_-159.0",29.1000,-158.8100,0.002290,"Intermediario"
"-30.0_82.0","-30.0_82.0",-29.8000,82.6200,0.162000,"Intermediario"
"-8.0_-137.0","-8.0_-137.0",-7.7000,-136.4750,0.001080,"Intermediario"
"24.0_-39.0","24.0_-39.0",24.8400,-38.7100,0.036400,"Intermediario"
"31.0_-170.0","31.0_-170.0",31.3200,-169.1900,0.181000,"Intermediario"
"42.0_-141.0","42.0_-141.0",42.9600,-140.8500,0.015100,"Intermediario"
"31.0_123.0","31.0_123.0",31.7466,123.1885,0.226500,"Intermediario"
"37.0_-35.0","37.0_-35.0",37.7800,-34.8600,0.057800,"Intermediario"
"7.0_-123.0","7.0_-123.0",7.9300,-122.6500,0.000778,"Intermediario"
"-14.0_-174.0","-14.0_-174.0",-13.5400,-173.3700,0.059100,"Intermediario"
"31.0_-71.0","31.0_-71.0",31.4518,-70.5009,0.033436,"Intermediario"
"38.0_23.0","38.0_23.0",38.0210,23.5770,0.144000,"Intermediario"
"11.0_-64.0","11.0_-64.0",11.4267,-63.4117,0.001192,"Intermediario"
"38.0_-67.0","38.0_-67.0",38.2100,-66.5425,0.001625,"Intermediario"
"37.0_-180.0","37.0_-180.0",37.8532,-179.3768,0.014800,"Intermediario"
"-48.0_143.0","-48.0_143.0",-47.1683,143.6274,0.004000,"Intermediario"
"28.0_-145.0","28.0_-145.0",28.3507,-144.2030,0.051000,"Intermediario"
"10.0_-115.0","10.0_-115.0",10.3300,-114.8400,0.000000,"Intermediario"
"-7.0_-154.0","-7.0_-154.0",-6.6600,-153.7600,0.001100,"Intermediario"
"59.0_-6.0","59.0_-6.0",59.8098,-5.5306,6.400000,"Intermediario"
"26.0_-59.0","26.0_-59.0",26.4859,-58.3535,0.061035,"Intermediario"
"23.0_-73.0","23.0_-73.0",23.2300,-72.5500,0.061650,"Intermediario"
"-35.0_-50.0","-35.0_-50.0",-34.7158,-49.2130,0.029800,"Intermediario"
"35.0_-63.0","35.0_-63.0",35.7125,-62.2600,0.042150,"Intermediario"
"25.0_132.0","25.0_132.0",25.5586,132.7194,0.132000,"Intermediario"
"2.0_-158.0","2.0_-158.0",2.5943,-157.5543,0.000000,"Intermediario"
"30.0_-121.0","30.0_-121.0",30.4300,-120.2933,0.001063,"Intermediario"
"28.0_149.0","28.0_149.0",28.5588,149.3047,0.040400,"Intermediario"
"-63.0_-58.0","-63.0_-58.0",-62.0898,-57.0830,0.000000,"Intermediario"
"16.0_-63.0","16.0_-63.0",16.4733,-62.4722,0.004961,"Intermediario"
"33.0_-123.0","33.0_-123.0",33.5558,-122.5326,0.011063,"Intermediario"
"14.0_-69.0","14.0_-69.0",14.2300,-68.5150,0.019450,"Intermediario"
"36.0_134.0","36.0_134.0",36.3824,134.5586,1.943450,"Intermediario"
"12.0_-121.0","12.0_-121.0",12.3800,-120.2200,0.000000,"Intermediario"
"27.0_-65.0","27.0_-65.0",27.5400,-64.4400,0.062600,"Intermediario"
"39.0_-146.0","39.0_-146.0",39.0000,-145.6300,0.050900,"Intermediario"
"-15.0_-144.0","-15.0_-144.0",-14.0300,-143.0100,0.016400,"Intermediario"
"51.0_1.0","51.0_1.0",51.0005,1.7255,0.014000,"Intermediario"
"49.0_-13.0","49.0_-13.0",49.4461,-12.4859,6.166667,"Intermediario"
"44.0_-14.0","44.0_-14.0",44.2300,-13.5200,0.006310,"Intermediario"
"2.0_141.0","2.0_141.0",2.5335,141.5675,0.014827,"Intermediario"
"10.0_-76.0","10.0_-76.0",10.5300,-75.9200,0.000000,"Intermediario"
"27.0_-78.0","27.0_-78.0",27.5200,-77.4800,0.083200,"Intermediario"
"19.0_141.0","19.0_141.0",19.2183,141.1351,0.187487,"Intermediario"
"-34.0_11.0","-34.0_11.0",-33.7817,11.3967,0.270000,"Intermediario"
"12.0_-70.0","12.0_-70.0",12.5525,-69.4050,0.002575,"Intermediario"
"14.0_-119.0","14.0_-119.0",14.5400,-118.7800,0.041500,"Intermediario"
"41.0_-149.0","41.0_-149.0",41.6100,-148.6800,0.020700,"Intermediario"
"20.0_-59.0","20.0_-59.0",20.6800,-58.6117,0.006270,"Intermediario"
"32.0_-140.0","32.0_-140.0",32.0300,-139.3917,0.885250,"Intermediario"
"29.0_-72.0","29.0_-72.0",29.2280,-71.6600,0.038440,"Intermediario"
"39.0_-159.0","39.0_-159.0",39.4100,-158.7200,0.034700,"Intermediario"
"51.0_-11.0","51.0_-11.0",51.4949,-10.6708,14.875000,"Intermediario"
"-37.0_154.0","-37.0_154.0",-36.7091,154.9950,0.002280,"Intermediario"
"-1.0_-131.0","-1.0_-131.0",-0.7100,-130.5650,0.000000,"Intermediario"
"-17.0_-150.0","-17.0_-150.0",-16.5746,-149.3985,0.001652,"Intermediario"
"10.0_-159.0","10.0_-159.0",10.5100,-158.9500,0.000000,"Intermediario"
"40.0_-66.0","40.0_-66.0",40.5200,-65.7230,0.003820,"Intermediario"
"20.0_-146.0","20.0_-146.0",20.3400,-145.2000,0.026100,"Intermediario"
"16.0_-80.0","16.0_-80.0",16.4369,-79.4708,0.003846,"Intermediario"
"37.0_-70.0","37.0_-70.0",37.3800,-69.4100,0.028433,"Intermediario"
"11.0_-78.0","11.0_-78.0",11.9500,-77.6800,0.001100,"Intermediario"
"-11.0_-140.0","-11.0_-140.0",-10.3600,-139.8900,0.000000,"Intermediario"
"30.0_135.0","30.0_135.0",30.4236,135.4408,0.055800,"Intermediario"
"43.0_139.0","43.0_139.0",43.3127,139.5316,2.480000,"Intermediario"
"-30.0_96.0","-30.0_96.0",-29.5800,96.3700,0.041900,"Intermediario"
"23.0_155.0","23.0_155.0",23.4111,155.2311,0.022800,"Intermediario"
"20.0_-82.0","20.0_-82.0",20.3750,-81.7650,0.001080,"Intermediario"
"28.0_-66.0","28.0_-66.0",28.4600,-65.3833,0.042467,"Intermediario"
"29.0_169.0","29.0_169.0",29.1979,169.8263,0.029600,"Intermediario"
"14.0_-118.0","14.0_-118.0",14.6800,-117.3800,0.001605,"Intermediario"
"7.0_-149.0","7.0_-149.0",7.9600,-148.4500,0.000000,"Intermediario"
"1.0_-145.0","1.0_-145.0",1.5600,-144.1200,0.000000,"Intermediario"
"13.0_141.0","13.0_141.0",13.4993,141.1555,0.001940,"Intermediario"
"-17.0_0.0","-17.0_0.0",-16.4347,0.8792,0.011400,"Intermediario"
"43.0_-5.0","43.0_-5.0",43.4843,-4.3512,0.252000,"Intermediario"
"36.0_-64.0","36.0_-64.0",36.5686,-63.5843,0.057729,"Intermediario"
"32.0_-122.0","32.0_-122.0",32.4918,-121.3475,0.048494,"Intermediario"
"54.0_-5.0","54.0_-5.0",54.6541,-4.4091,0.087619,"Intermediario"
"5.0_85.0","5.0_85.0",5.9323,85.3530,0.002765,"Intermediario"
"40.0_-65.0","40.0_-65.0",40.3386,-64.3971,0.015814,"Intermediario"
"-3.0_-128.0","-3.0_-128.0",-2.2100,-127.8300,0.000000,"Intermediario"
"36.0_-7.0","36.0_-7.0",36.0347,-6.6471,0.002050,"Intermediario"
"-7.0_-136.0","-7.0_-136.0",-6.8600,-135.8000,0.000000,"Intermediario"
"10.0_-59.0","10.0_-59.0",10.6350,-58.4300,0.000765,"Intermediario"
"23.0_-72.0","23.0_-72.0",23.2867,-71.4100,0.026167,"Intermediario"
"71.0_174.0","71.0_174.0",71.1588,174.8095,0.000000,"Intermediario"
"6.0_-122.0","6.0_-122.0",6.4400,-121.4450,0.000000,"Intermediario"
"-7.0_99.0","-7.0_99.0",-6.7269,99.3243,0.022400,"Intermediario"
"66.0_40.0","66.0_40.0",66.1312,40.2519,0.000000,"Intermediario"
"-59.0_-14.0","-59.0_-14.0",-58.6573,-13.9496,0.000000,"Intermediario"
"23.0_-153.0","23.0_-153.0",23.5838,-152.0133,0.026000,"Intermediario"
"-12.0_86.0","-12.0_86.0",-11.6593,86.3038,0.394100,"Intermediario"
"29.0_-120.0","29.0_-120.0",29.5767,-119.7067,0.000000,"Intermediario"
"15.0_-61.0","15.0_-61.0",15.6600,-60.4620,0.006576,"Intermediario"
"3.0_-128.0","3.0_-128.0",3.1700,-127.4800,0.000000,"Intermediario"
"39.0_139.0","39.0_139.0",39.5951,139.2275,1.151367,"Intermediario"
"17.0_-156.0","17.0_-156.0",17.5625,-155.3475,0.001674,"Intermediario"
"31.0_-152.0","31.0_-152.0",31.2000,-151.6300,0.018600,"Intermediario"
"40.0_-134.0","40.0_-134.0",40.3450,-133.3000,0.075800,"Intermediario"
"14.0_160.0","14.0_160.0",14.5523,160.7231,0.012400,"Intermediario"
"-13.0_141.0","-13.0_141.0",-12.2819,141.6246,0.003317,"Intermediario"
"29.0_-177.0","29.0_-177.0",29.2250,-176.5800,0.030750,"Intermediario"
"51.0_-9.0","51.0_-9.0",51.4036,-8.3526,63.300000,"Intermediario"
"-2.0_-158.0","-2.0_-158.0",-1.2200,-157.8500,0.001320,"Intermediario"
"24.0_-69.0","24.0_-69.0",24.3500,-68.2700,0.023365,"Intermediario"
"33.0_-136.0","33.0_-136.0",33.5050,-135.5950,12.320400,"Intermediario"
"41.0_-84.0","41.0_-84.0",41.8015,-83.0870,0.083490,"Intermediario"
"0.0_-131.0","0.0_-131.0",0.2300,-130.6100,0.000000,"Intermediario"
"-27.0_-115.0","-27.0_-115.0",-26.5353,-114.8312,0.001330,"Intermediario"
"33.0_-42.0","33.0_-42.0",33.0022,-41.2924,0.418000,"Intermediario"
"45.0_177.0","45.0_177.0",45.1317,177.9000,0.036300,"Intermediario"
"40.0_-147.0","40.0_-147.0",40.4386,-146.6051,0.048900,"Intermediario"
"-1.0_-158.0","-1.0_-158.0",-0.2150,-157.5000,0.000000,"Intermediario"
"-16.0_-150.0","-16.0_-150.0",-15.7867,-149.3200,0.001063,"Intermediario"
"19.0_-109.0","19.0_-109.0",19.2300,-108.4750,0.005410,"Intermediario"
"-35.0_10.0","-35.0_10.0",-34.4926,10.1838,0.158000,"Intermediario"
"-8.0_90.0","-8.0_90.0",-7.2394,90.5055,0.313000,"Intermediario"
"29.0_-146.0","29.0_-146.0",29.4000,-145.8700,0.746333,"Intermediario"
"-68.0_145.0","-68.0_145.0",-67.1702,145.7227,0.000000,"Intermediario"
"39.0_-74.0","39.0_-74.0",39.1250,-73.7250,0.002160,"Intermediario"
"71.0_-141.0","71.0_-141.0",71.4784,-140.1022,0.005080,"Intermediario"
"-8.0_-172.0","-8.0_-172.0",-7.0400,-171.4700,0.000000,"Intermediario"
"31.0_-48.0","31.0_-48.0",31.2709,-47.1780,0.488000,"Intermediario"
"7.0_-136.0","7.0_-136.0",7.4700,-135.1400,0.000000,"Intermediario"
"12.0_-148.0","12.0_-148.0",12.3920,-147.3260,0.000897,"Intermediario"
"76.0_125.0","76.0_125.0",76.2367,125.2552,0.000000,"Intermediario"
"25.0_-111.0","25.0_-111.0",25.4309,-110.4555,0.000687,"Intermediario"
"-34.0_-13.0","-34.0_-13.0",-33.2573,-12.4862,0.052600,"Intermediario"
"19.0_-71.0","19.0_-71.0",19.9283,-70.4000,0.020200,"Intermediario"
"11.0_-65.0","11.0_-65.0",11.5758,-64.5400,0.002300,"Intermediario"
"-2.0_-145.0","-2.0_-145.0",-1.1233,-144.5800,0.000000,"Intermediario"
"17.0_-77.0","17.0_-77.0",17.4048,-76.4033,0.017302,"Intermediario"
"-8.0_-119.0","-8.0_-119.0",-7.5000,-118.1900,0.000000,"Intermediario"
"45.0_-59.0","45.0_-59.0",45.3025,-58.5075,0.020525,"Intermediario"
"21.0_-48.0","21.0_-48.0",21.7400,-47.7900,0.034200,"Intermediario"
"32.0_-166.0","32.0_-166.0",32.3841,-165.5905,0.105150,"Intermediario"
"26.0_-81.0","26.0_-81.0",26.1200,-80.0100,0.002200,"Intermediario"
"47.0_-7.0","47.0_-7.0",47.2491,-6.2024,3.500000,"Intermediario"
"30.0_-151.0","30.0_-151.0",30.8467,-150.6267,0.046780,"Intermediario"
"19.0_-162.0","19.0_-162.0",19.8300,-161.6800,0.007980,"Intermediario"
"37.0_11.0","37.0_11.0",37.3963,11.7123,3.260000,"Intermediario"
"39.0_17.0","39.0_17.0",39.3338,17.8200,5.940000,"Intermediario"
"32.0_-67.0","32.0_-67.0",32.1840,-66.6300,0.024196,"Intermediario"
"25.0_-57.0","25.0_-57.0",25.4483,-56.2883,0.060417,"Intermediario"
"41.0_-18.0","41.0_-18.0",41.2400,-17.1400,0.000000,"Intermediario"
"34.0_-125.0","34.0_-125.0",34.7250,-124.2200,0.001310,"Intermediario"
"-24.0_-38.0","-24.0_-38.0",-23.7290,-37.4867,0.010500,"Intermediario"
"30.0_-65.0","30.0_-65.0",30.5880,-64.6610,0.190730,"Intermediario"
"22.0_123.0","22.0_123.0",22.9013,123.8240,0.012100,"Intermediario"
"1.0_-158.0","1.0_-158.0",1.6430,-157.5980,0.000000,"Intermediario"
"-35.0_8.0","-35.0_8.0",-34.5089,8.3329,0.063400,"Intermediario"
"5.0_-121.0","5.0_-121.0",5.7600,-120.6400,0.000000,"Intermediario"
"16.0_-111.0","16.0_-111.0",16.6450,-110.4100,0.000493,"Intermediario"
"31.0_140.0","31.0_140.0",31.5241,140.1045,0.063924,"Intermediario"
"34.0_-61.0","34.0_-61.0",34.8600,-60.8700,0.004320,"Intermediario"
"-40.0_148.0","-40.0_148.0",-39.6480,148.8753,0.000000,"Intermediario"
"30.0_-164.0","30.0_-164.0",30.5422,-163.2292,0.065000,"Intermediario"
"41.0_-71.0","41.0_-71.0",41.3291,-70.7100,0.004935,"Intermediario"
"56.0_-162.0","56.0_-162.0",56.2303,-161.7058,0.008350,"Intermediario"
"-32.0_-9.0","-32.0_-9.0",-31.6387,-8.0787,0.314000,"Intermediario"
"42.0_142.0","42.0_142.0",42.0891,142.3301,0.185000,"Intermediario"
"-26.0_-28.0","-26.0_-28.0",-25.8700,-27.5700,0.076000,"Intermediario"
"13.0_-118.0","13.0_-118.0",13.3100,-117.7800,0.002120,"Intermediario"
"-44.0_145.0","-44.0_145.0",-43.5716,145.7918,0.043125,"Intermediario"
"38.0_-146.0","38.0_-146.0",38.1700,-145.2000,0.301000,"Intermediario"
"43.0_-69.0","43.0_-69.0",43.4165,-68.5575,0.005766,"Intermediario"
"-32.0_6.0","-32.0_6.0",-31.8300,6.8600,0.072300,"Intermediario"
"33.0_138.0","33.0_138.0",33.2515,138.2887,0.040422,"Intermediario"
"23.0_-166.0","23.0_-166.0",23.7800,-165.1500,0.001230,"Intermediario"
"15.0_-74.0","15.0_-74.0",15.6767,-73.4933,0.013500,"Intermediario"
"28.0_-79.0","28.0_-79.0",28.4100,-78.5991,0.004821,"Intermediario"
"40.0_148.0","40.0_148.0",40.4673,148.6548,0.027000,"Intermediario"
"-31.0_-22.0","-31.0_-22.0",-30.2798,-21.8330,0.228000,"Intermediario"
"27.0_-130.0","27.0_-130.0",27.4500,-129.4000,0.000000,"Intermediario"
"32.0_-41.0","32.0_-41.0",32.1936,-40.6542,0.132000,"Intermediario"
"-2.0_-132.0","-2.0_-132.0",-1.4200,-131.6900,0.000000,"Intermediario"
"35.0_-139.0","35.0_-139.0",35.7630,-138.6426,0.505000,"Intermediario"
"26.0_-76.0","26.0_-76.0",26.2671,-75.4136,0.036879,"Intermediario"
"44.0_-88.0","44.0_-88.0",44.4817,-87.5416,0.058270,"Intermediario"
"10.0_-94.0","10.0_-94.0",10.2600,-93.0100,0.002160,"Intermediario"
"18.0_-108.0","18.0_-108.0",18.4600,-107.4100,0.000000,"Intermediario"
"-10.0_-152.0","-10.0_-152.0",-9.7100,-151.5300,0.001040,"Intermediario"
"37.0_135.0","37.0_135.0",37.4166,135.8183,0.365200,"Intermediario"
"18.0_-78.0","18.0_-78.0",18.7394,-77.5438,0.039106,"Intermediario"
"48.0_-12.0","48.0_-12.0",48.3229,-11.5264,5.800000,"Intermediario"
"77.0_71.0","77.0_71.0",77.9124,71.7458,0.457000,"Intermediario"
"-9.0_-139.0","-9.0_-139.0",-8.4450,-138.6150,0.000535,"Intermediario"
"12.0_-66.0","12.0_-66.0",12.4700,-65.3567,0.002167,"Intermediario"
"-16.0_145.0","-16.0_145.0",-15.0228,145.3894,0.022900,"Intermediario"
"33.0_-118.0","33.0_-118.0",33.4136,-117.8436,0.114350,"Intermediario"
"29.0_-151.0","29.0_-151.0",29.8300,-151.0000,0.116000,"Intermediario"
"-13.0_-143.0","-13.0_-143.0",-12.5000,-142.3550,0.000000,"Intermediario"
"-55.0_-51.0","-55.0_-51.0",-54.9938,-50.0454,0.000000,"Intermediario"
"-23.0_-37.0","-23.0_-37.0",-22.9500,-36.9200,0.063200,"Intermediario"
"0.0_-157.0","0.0_-157.0",0.6400,-156.2700,0.000856,"Intermediario"
"29.0_-54.0","29.0_-54.0",29.1448,-53.6458,0.258000,"Intermediario"
"14.0_-149.0","14.0_-149.0",14.7700,-148.7300,0.002700,"Intermediario"
"31.0_-121.0","31.0_-121.0",31.3899,-120.6073,0.039844,"Intermediario"
"-3.0_-102.0","-3.0_-102.0",-2.5300,-101.9900,0.000000,"Intermediario"
"21.0_-70.0","21.0_-70.0",21.5567,-69.4856,0.014127,"Intermediario"
"22.0_-71.0","22.0_-71.0",22.5757,-70.5300,0.015780,"Intermediario"
"26.0_-160.0","26.0_-160.0",26.2700,-159.0100,0.005930,"Intermediario"
"30.0_-21.0","30.0_-21.0",30.9700,-20.6500,0.011800,"Intermediario"
"20.0_-64.0","20.0_-64.0",20.0300,-64.0000,0.025200,"Intermediario"
"13.0_-67.0","13.0_-67.0",13.0800,-66.5000,0.007900,"Intermediario"
"-9.0_97.0","-9.0_97.0",-8.1248,97.4447,0.076100,"Intermediario"
"38.0_138.0","38.0_138.0",38.6871,138.4785,3.552860,"Intermediario"
"37.0_24.0","37.0_24.0",37.8000,24.4143,0.057143,"Intermediario"
"23.0_-171.0","23.0_-171.0",23.6300,-170.0700,0.007620,"Intermediario"
"17.0_-59.0","17.0_-59.0",17.5140,-58.4840,0.007880,"Intermediario"
"52.0_-8.0","52.0_-8.0",52.0545,-7.2088,31.312500,"Intermediario"
"50.0_-2.0","50.0_-2.0",50.2253,-1.4569,0.059500,"Intermediario"
"60.0_-3.0","60.0_-3.0",60.7192,-2.7591,7.000000,"Intermediario"
"16.0_-58.0","16.0_-58.0",16.4180,-57.8840,0.000000,"Intermediario"
"30.0_-78.0","30.0_-78.0",30.1500,-77.7100,0.000000,"Intermediario"
"15.0_131.0","15.0_131.0",15.3859,131.4926,0.099350,"Intermediario"
"-40.0_135.0","-40.0_135.0",-39.2300,135.1400,0.007820,"Intermediario"
"16.0_132.0","16.0_132.0",16.8024,132.7009,1.150000,"Intermediario"
"-29.0_-25.0","-29.0_-25.0",-28.5773,-24.9763,0.006960,"Intermediario"
"31.0_-79.0","31.0_-79.0",31.4950,-78.8550,0.000000,"Intermediario"
"-39.0_131.0","-39.0_131.0",-38.5700,131.5000,0.000000,"Intermediario"
"-30.0_-21.0","-30.0_-21.0",-29.9482,-20.7120,0.174000,"Intermediario"
"25.0_-75.0","25.0_-75.0",25.5354,-74.6508,0.045169,"Intermediario"
"28.0_-128.0","28.0_-128.0",28.4900,-127.3100,0.000000,"Intermediario"
"-14.0_-144.0","-14.0_-144.0",-13.3833,-143.3367,0.000000,"Intermediario"
"36.0_12.0","36.0_12.0",36.7544,12.0353,0.029500,"Intermediario"
"12.0_-79.0","12.0_-79.0",12.3250,-78.2600,0.000000,"Intermediario"
"-9.0_-126.0","-9.0_-126.0",-8.1300,-125.5600,0.000000,"Intermediario"
"12.0_-117.0","12.0_-117.0",12.6900,-116.9000,0.003240,"Intermediario"
"18.0_-65.0","18.0_-65.0",18.3789,-64.4986,0.003608,"Intermediario"
"-36.0_-46.0","-36.0_-46.0",-35.0820,-45.0112,0.108000,"Intermediario"
"19.0_-131.0","19.0_-131.0",19.5000,-130.0300,0.007650,"Intermediario"
"32.0_-135.0","32.0_-135.0",32.1206,-134.2315,20.000000,"Intermediario"
"-13.0_85.0","-13.0_85.0",-12.0931,85.9873,0.118000,"Intermediario"
"3.0_-146.0","3.0_-146.0",3.7100,-145.9800,0.000000,"Intermediario"
"38.0_-71.0","38.0_-71.0",38.5533,-70.5600,0.001433,"Intermediario"
"-12.0_-149.0","-12.0_-149.0",-11.7400,-148.4200,0.000000,"Intermediario"
"0.0_-144.0","0.0_-144.0",0.5500,-143.5833,0.000360,"Intermediario"
"29.0_-67.0","29.0_-67.0",29.7000,-66.8000,0.062600,"Intermediario"
"28.0_140.0","28.0_140.0",28.5226,140.5419,0.038340,"Intermediario"
"-3.0_-133.0","-3.0_-133.0",-2.3867,-132.4400,0.000000,"Intermediario"
"34.0_-156.0","34.0_-156.0",34.0300,-155.8500,0.008710,"Intermediario"
"26.0_146.0","26.0_146.0",26.9953,146.5467,0.062000,"Intermediario"
