Id,Label,Latitude,Longitude,Densidade,Tipo
"50.0_-133.0","50.0_-133.0",50.3900,-132.2500,0.000000,"Intermediario"
"35.0_-61.0","35.0_-61.0",35.1300,-60.9800,0.015100,"Intermediario"
"19.0_-156.0","19.0_-156.0",19.3327,-155.6366,0.026998,"Intermediario"
"44.0_-69.0","44.0_-69.0",44.1760,-68.3420,0.010940,"Intermediario"
"25.0_130.0","25.0_130.0",25.8207,130.8707,3.880000,"Intermediario"
"55.0_-10.0","55.0_-10.0",55.4416,-9.5286,4.487500,"Intermediario"
"34.0_-131.0","34.0_-131.0",34.9838,-130.9448,0.059000,"Intermediario"
"-15.0_-146.0","-15.0_-146.0",-14.9100,-145.9300,0.000818,"Intermediario"
"2.0_139.0","2.0_139.0",2.2895,139.4599,0.047269,"Intermediario"
"-21.0_-6.0","-21.0_-6.0",-20.8803,-5.9975,0.007380,"Intermediario"
"-36.0_150.0","-36.0_150.0",-35.3952,150.8446,0.029880,"Intermediario"
"-1.0_-129.0","-1.0_-129.0",-0.1800,-128.4700,0.000000,"Intermediario"
"34.0_138.0","34.0_138.0",34.4726,138.6593,1.291800,"Intermediario"
"-31.0_103.0","-31.0_103.0",-30.3300,103.3000,0.071900,"Intermediario"
"17.0_132.0","17.0_132.0",17.0454,132.0522,0.043600,"Intermediario"
"10.0_-135.0","10.0_-135.0",10.5100,-134.5250,0.000578,"Intermediario"
"30.0_-58.0","30.0_-58.0",30.0000,-57.3500,0.047100,"Intermediario"
"1.0_-160.0","1.0_-160.0",1.7450,-159.4650,0.000000,"Intermediario"
"37.0_-160.0","37.0_-160.0",37.5150,-159.6300,0.012660,"Intermediario"
"20.0_-109.0","20.0_-109.0",20.6967,-108.5567,0.002400,"Intermediario"
"37.0_18.0","37.0_18.0",37.7953,18.5134,1.030000,"Intermediario"
"-56.0_134.0","-56.0_134.0",-55.4396,134.5226,0.011600,"Intermediario"
"33.0_-152.0","33.0_-152.0",33.6350,-151.7600,0.077300,"Intermediario"
"36.0_15.0","36.0_15.0",36.0415,15.2268,0.182000,"Intermediario"
"42.0_7.0","42.0_7.0",42.7070,7.5460,0.275250,"Intermediario"
"-3.0_-144.0","-3.0_-144.0",-2.1750,-143.7950,0.000000,"Intermediario"
"31.0_-64.0","31.0_-64.0",31.5489,-63.5344,0.045232,"Intermediario"
"14.0_-143.0","14.0_-143.0",14.6500,-142.1100,0.000000,"Intermediario"
"52.0_-10.0","52.0_-10.0",52.8860,-9.7085,24.250000,"Intermediario"
"41.0_-151.0","41.0_-151.0",41.0000,-150.6600,0.000000,"Intermediario"
"32.0_-160.0","32.0_-160.0",32.3517,-159.6298,0.374667,"Intermediario"
"1.0_-90.0","1.0_-90.0",1.4550,-89.1950,0.000000,"Intermediario"
"0.0_-128.0","0.0_-128.0",0.2700,-127.6800,0.000000,"Intermediario"
"74.0_81.0","74.0_81.0",74.1717,81.1872,0.000000,"Intermediario"
"3.0_-166.0","3.0_-166.0",3.7500,-165.7700,0.022600,"Intermediario"
"32.0_-61.0","32.0_-61.0",32.4700,-60.5167,0.013317,"Intermediario"
"23.0_-57.0","23.0_-57.0",23.3400,-56.6560,0.007948,"Intermediario"
"26.0_-44.0","26.0_-44.0",26.5553,-43.4565,0.076600,"Intermediario"
"33.0_-58.0","33.0_-58.0",33.8800,-57.3600,0.006480,"Intermediario"
"41.0_-69.0","41.0_-69.0",41.3470,-68.6770,0.004544,"Intermediario"
"51.0_-13.0","51.0_-13.0",51.6538,-12.3805,8.125000,"Intermediario"
"30.0_163.0","30.0_163.0",30.4448,163.3177,0.015700,"Intermediario"
"22.0_-155.0","22.0_-155.0",22.6979,-154.6366,0.008000,"Intermediario"
"-17.0_145.0","-17.0_145.0",-16.5582,145.7480,0.010585,"Intermediario"
"42.0_-62.0","42.0_-62.0",42.4350,-61.7310,0.015834,"Intermediario"
"30.0_-158.0","30.0_-158.0",30.5133,-157.3133,0.069533,"Intermediario"
"45.0_-4.0","45.0_-4.0",45.5283,-3.3256,0.051500,"Intermediario"
"23.0_127.0","23.0_127.0",23.5755,127.9059,0.852100,"Intermediario"
"27.0_-159.0","27.0_-159.0",27.4775,-158.4425,0.092775,"Intermediario"
"31.0_-124.0","31.0_-124.0",31.4277,-123.4162,0.102900,"Intermediario"
"24.0_-76.0","24.0_-76.0",24.5908,-75.5904,0.037644,"Intermediario"
"39.0_-153.0","39.0_-153.0",39.7200,-152.8500,0.060400,"Intermediario"
"54.0_-167.0","54.0_-167.0",54.6650,-166.5106,0.023200,"Intermediario"
"-26.0_-31.0","-26.0_-31.0",-25.4300,-30.0700,0.028200,"Intermediario"
"34.0_-68.0","34.0_-68.0",34.5300,-67.2950,0.073450,"Intermediario"
"76.0_12.0","76.0_12.0",76.4770,12.4124,0.187050,"Intermediario"
"-5.0_-106.0","-5.0_-106.0",-4.0200,-105.6300,0.000000,"Intermediario"
"33.0_28.0","33.0_28.0",33.4883,28.0428,2.125000,"Intermediario"
"28.0_-60.0","28.0_-60.0",28.4300,-59.5578,0.061133,"Intermediario"
"-8.0_-157.0","-8.0_-157.0",-7.3333,-156.4800,0.000000,"Intermediario"
"10.0_-122.0","10.0_-122.0",10.7900,-121.8100,0.000000,"Intermediario"
"33.0_-165.0","33.0_-165.0",33.2827,-164.9998,0.035600,"Intermediario"
"36.0_28.0","36.0_28.0",36.0860,28.2200,0.360000,"Intermediario"
"-24.0_102.0","-24.0_102.0",-23.5270,102.5353,0.041800,"Intermediario"
"19.0_-56.0","19.0_-56.0",19.0000,-55.1500,0.001760,"Intermediario"
"35.0_131.0","35.0_131.0",35.4218,131.5315,0.672758,"Intermediario"
"4.0_-123.0","4.0_-123.0",4.4800,-122.5000,0.000000,"Intermediario"
"-62.0_-55.0","-62.0_-55.0",-61.2500,-54.6296,0.003000,"Intermediario"
"-4.0_-149.0","-4.0_-149.0",-3.2400,-148.4400,0.000000,"Intermediario"
"31.0_-51.0","31.0_-51.0",31.6200,-50.4800,0.489000,"Intermediario"
"-35.0_-39.0","-35.0_-39.0",-34.6662,-38.8243,0.183000,"Intermediario"
"42.0_-88.0","42.0_-88.0",42.4583,-87.4617,0.082678,"Intermediario"
"-11.0_-138.0","-11.0_-138.0",-10.5033,-137.4500,0.000000,"Intermediario"
"26.0_127.0","26.0_127.0",26.0867,127.7007,0.032400,"Intermediario"
"2.0_-143.0","2.0_-143.0",2.5433,-142.8333,0.000000,"Intermediario"
"26.0_-145.0","26.0_-145.0",26.8536,-144.9669,0.443500,"Intermediario"
"43.0_-126.0","43.0_-126.0",43.6150,-125.5250,0.000000,"Intermediario"
"0.0_-159.0","0.0_-159.0",0.4200,-158.2433,0.000000,"Intermediario"
"0.0_-27.0","0.0_-27.0",0.1800,-26.0200,0.000000,"Intermediario"
"17.0_-80.0","17.0_-80.0",17.3595,-79.4240,0.009317,"Intermediario"
"28.0_-125.0","28.0_-125.0",28.2700,-124.0300,0.000000,"Intermediario"
"20.0_-66.0","20.0_-66.0",20.5525,-65.3000,0.025150,"Intermediario"
"36.0_141.0","36.0_141.0",36.5612,141.3935,0.357825,"Intermediario"
"30.0_-80.0","30.0_-80.0",30.5850,-79.5450,0.006500,"Intermediario"
"21.0_-76.0","21.0_-76.0",21.9700,-75.9300,0.002200,"Intermediario"
"35.0_25.0","35.0_25.0",35.4405,25.2260,1.348333,"Intermediario"
"-1.0_-94.0","-1.0_-94.0",-0.9550,-93.3900,0.000000,"Intermediario"
"14.0_-130.0","14.0_-130.0",14.8500,-129.8850,0.001565,"Intermediario"
"79.0_74.0","79.0_74.0",79.0821,74.2626,0.000000,"Intermediario"
"22.0_-111.0","22.0_-111.0",22.7933,-110.3483,0.003662,"Intermediario"
"39.0_20.0","39.0_20.0",39.5274,20.1014,1.400250,"Intermediario"
"73.0_69.0","73.0_69.0",73.6711,69.8025,0.000000,"Intermediario"
"15.0_-59.0","15.0_-59.0",15.3000,-58.5675,0.007415,"Intermediario"
"60.0_-5.0","60.0_-5.0",60.5643,-4.5798,16.300000,"Intermediario"
"49.0_-127.0","49.0_-127.0",49.5400,-126.6300,0.000000,"Intermediario"
"12.0_-150.0","12.0_-150.0",12.3300,-149.8000,0.000000,"Intermediario"
"8.0_-157.0","8.0_-157.0",8.4520,-156.7240,0.000000,"Intermediario"
"-2.0_-91.0","-2.0_-91.0",-1.1400,-90.6350,0.000000,"Intermediario"
"27.0_-115.0","27.0_-115.0",27.1300,-114.7800,0.000000,"Intermediario"
"-28.0_108.0","-28.0_108.0",-27.3325,108.2842,0.004500,"Intermediario"
"25.0_-60.0","25.0_-60.0",25.3592,-59.6292,0.055446,"Intermediario"
"-42.0_26.0","-42.0_26.0",-41.0004,26.8374,0.000000,"Intermediario"
"38.0_-65.0","38.0_-65.0",38.3100,-64.6633,0.053467,"Intermediario"
"24.0_-63.0","24.0_-63.0",24.4936,-62.7826,0.013613,"Intermediario"
"37.0_-68.0","37.0_-68.0",37.5867,-67.6833,0.016500,"Intermediario"
"42.0_132.0","42.0_132.0",42.8776,132.7322,0.057700,"Intermediario"
"40.0_-141.0","40.0_-141.0",40.3673,-140.9322,0.126000,"Intermediario"
"-33.0_-89.0","-33.0_-89.0",-32.3817,-88.1103,0.013500,"Intermediario"
"-27.0_-32.0","-27.0_-32.0",-26.1955,-31.5322,0.017150,"Intermediario"
"-22.0_170.0","-22.0_170.0",-21.7595,170.6397,0.012098,"Intermediario"
"26.0_-158.0","26.0_-158.0",26.5100,-157.9700,0.022800,"Intermediario"
"39.0_-148.0","39.0_-148.0",39.7600,-147.7200,0.002530,"Intermediario"
"2.0_-156.0","2.0_-156.0",2.8200,-155.9500,0.000000,"Intermediario"
"23.0_-156.0","23.0_-156.0",23.8500,-155.1700,0.036100,"Intermediario"
"33.0_128.0","33.0_128.0",33.3274,128.9543,0.244750,"Intermediario"
"23.0_-75.0","23.0_-75.0",23.5100,-74.6765,0.017204,"Intermediario"
"33.0_-121.0","33.0_-121.0",33.5787,-120.3392,0.009587,"Intermediario"
"16.0_-61.0","16.0_-61.0",16.5118,-60.3809,0.005173,"Intermediario"
"40.0_25.0","40.0_25.0",40.2210,25.2180,1.432000,"Intermediario"
"-33.0_-5.0","-33.0_-5.0",-32.6180,-4.8462,0.110000,"Intermediario"
"76.0_127.0","76.0_127.0",76.5357,127.4835,0.000000,"Intermediario"
"17.0_-75.0","17.0_-75.0",17.5673,-74.4693,0.003542,"Intermediario"
"27.0_-67.0","27.0_-67.0",27.5300,-66.7800,0.251900,"Intermediario"
"31.0_-119.0","31.0_-119.0",31.8900,-118.7000,0.034700,"Intermediario"
"25.0_-69.0","25.0_-69.0",25.3689,-68.3728,0.031822,"Intermediario"
"5.0_-159.0","5.0_-159.0",5.6800,-158.0200,0.000822,"Intermediario"
"49.0_-15.0","49.0_-15.0",49.6021,-14.6645,15.250000,"Intermediario"
"-13.0_91.0","-13.0_91.0",-12.5715,91.4443,0.327100,"Intermediario"
"30.0_-176.0","30.0_-176.0",30.1500,-175.0600,0.033400,"Intermediario"
"64.0_-53.0","64.0_-53.0",64.6879,-52.0336,0.038600,"Intermediario"
"-14.0_-150.0","-14.0_-150.0",-13.8100,-149.8500,0.000000,"Intermediario"
"15.0_-77.0","15.0_-77.0",15.7050,-76.3300,0.002713,"Intermediario"
"24.0_-81.0","24.0_-81.0",24.4376,-80.4604,0.006222,"Intermediario"
"11.0_-162.0","11.0_-162.0",11.3400,-161.2700,0.000972,"Intermediario"
"19.0_-69.0","19.0_-69.0",19.2717,-68.6433,0.005333,"Intermediario"
"57.0_-3.0","57.0_-3.0",57.5925,-2.4041,0.008129,"Intermediario"
"70.0_-53.0","70.0_-53.0",70.9456,-52.4782,0.000000,"Intermediario"
"8.0_-91.0","8.0_-91.0",8.1400,-90.3700,0.027600,"Intermediario"
"-18.0_120.0","-18.0_120.0",-17.6544,120.1442,0.159200,"Intermediario"
"-31.0_61.0","-31.0_61.0",-30.0600,61.4200,0.078500,"Intermediario"
"12.0_-163.0","12.0_-163.0",12.6600,-162.4250,0.001080,"Intermediario"
"46.0_-85.0","46.0_-85.0",46.5860,-84.7222,0.041340,"Intermediario"
"-4.0_-141.0","-4.0_-141.0",-3.6700,-140.3400,0.000000,"Intermediario"
"-36.0_132.0","-36.0_132.0",-35.4784,132.1674,0.001423,"Intermediario"
"-20.0_96.0","-20.0_96.0",-19.4879,96.5486,0.024600,"Intermediario"
"-34.0_-33.0","-34.0_-33.0",-33.2383,-32.0515,0.125000,"Intermediario"
"13.0_-70.0","13.0_-70.0",13.4750,-69.6150,0.001438,"Intermediario"
"-38.0_153.0","-38.0_153.0",-37.3877,153.5295,0.019875,"Intermediario"
"-28.0_-110.0","-28.0_-110.0",-27.1000,-109.6000,0.134000,"Intermediario"
"29.0_-70.0","29.0_-70.0",29.4075,-69.5225,0.070200,"Intermediario"
"22.0_-21.0","22.0_-21.0",22.3912,-20.6640,0.005300,"Intermediario"
"28.0_-73.0","28.0_-73.0",28.4225,-72.2675,0.062650,"Intermediario"
"31.0_134.0","31.0_134.0",31.2500,134.4200,0.000000,"Intermediario"
"15.0_-153.0","15.0_-153.0",15.3600,-152.9000,0.000000,"Intermediario"
"14.0_-161.0","14.0_-161.0",14.3200,-160.7300,0.000000,"Intermediario"
"58.0_-6.0","58.0_-6.0",58.2835,-5.6300,0.823582,"Intermediario"
"-9.0_-141.0","-9.0_-141.0",-8.5241,-140.4947,0.000151,"Intermediario"
"17.0_-62.0","17.0_-62.0",17.4500,-61.4050,0.007025,"Intermediario"
"-9.0_90.0","-9.0_90.0",-8.8469,90.7480,0.366650,"Intermediario"
"16.0_-149.0","16.0_-149.0",16.9400,-148.4300,0.002320,"Intermediario"
"41.0_139.0","41.0_139.0",41.2384,139.6058,4.737133,"Intermediario"
"23.0_-112.0","23.0_-112.0",23.3400,-111.5600,0.001230,"Intermediario"
"39.0_-32.0","39.0_-32.0",39.4700,-31.3000,0.075600,"Intermediario"
"-32.0_153.0","-32.0_153.0",-31.0339,153.3670,0.008643,"Intermediario"
"15.0_-122.0","15.0_-122.0",15.3100,-122.0000,0.028000,"Intermediario"
"24.0_133.0","24.0_133.0",24.9428,133.6285,2.320000,"Intermediario"
"42.0_145.0","42.0_145.0",42.7084,145.0532,9.700000,"Intermediario"
"8.0_-139.0","8.0_-139.0",8.6100,-139.0000,0.000000,"Intermediario"
"54.0_-136.0","54.0_-136.0",54.0500,-135.2900,0.000000,"Intermediario"
"-65.0_-64.0","-65.0_-64.0",-64.9397,-63.6927,0.054000,"Intermediario"
"23.0_-169.0","23.0_-169.0",23.0200,-168.8600,0.022700,"Intermediario"
"43.0_-7.0","43.0_-7.0",43.7194,-6.3435,0.217500,"Intermediario"
"-34.0_-20.0","-34.0_-20.0",-33.4867,-19.0997,0.094000,"Intermediario"
"48.0_-8.0","48.0_-8.0",48.2524,-7.5548,5.000000,"Intermediario"
"16.0_-74.0","16.0_-74.0",16.6044,-73.6133,0.001329,"Intermediario"
"-40.0_-77.0","-40.0_-77.0",-39.6298,-76.9828,0.001500,"Intermediario"
"12.0_133.0","12.0_133.0",12.3947,133.0777,0.241100,"Intermediario"
"37.0_142.0","37.0_142.0",37.5674,142.3421,0.252500,"Intermediario"
"16.0_-87.0","16.0_-87.0",16.3780,-86.2210,0.002244,"Intermediario"
"-10.0_86.0","-10.0_86.0",-9.7332,86.9031,0.342000,"Intermediario"
"25.0_-38.0","25.0_-38.0",25.5796,-37.2534,0.014900,"Intermediario"
"-25.0_94.0","-25.0_94.0",-24.0191,94.8233,0.028400,"Intermediario"
"-27.0_-118.0","-27.0_-118.0",-26.1643,-117.5795,0.007260,"Intermediario"
"39.0_-135.0","39.0_-135.0",39.4400,-134.0900,0.088500,"Intermediario"
"-35.0_-74.0","-35.0_-74.0",-34.1697,-73.0895,0.000814,"Intermediario"
"36.0_-124.0","36.0_-124.0",36.6400,-123.1800,0.006050,"Intermediario"
"30.0_-145.0","30.0_-145.0",30.0225,-144.3925,0.113575,"Intermediario"
"7.0_-156.0","7.0_-156.0",7.8300,-155.7000,0.001080,"Intermediario"
"10.0_-148.0","10.0_-148.0",10.5800,-147.6100,0.000000,"Intermediario"
"20.0_-157.0","20.0_-157.0",20.5667,-156.7267,0.008333,"Intermediario"
"-7.0_-8.0","-7.0_-8.0",-6.0789,-7.5232,0.006000,"Intermediario"
"23.0_-62.0","23.0_-62.0",23.0000,-61.2500,0.010800,"Intermediario"
"10.0_-65.0","10.0_-65.0",10.5378,-64.6233,0.002938,"Intermediario"
"-58.0_128.0","-58.0_128.0",-57.6021,128.0747,0.001770,"Intermediario"
"17.0_-150.0","17.0_-150.0",17.2600,-149.4100,0.002130,"Intermediario"
"22.0_-65.0","22.0_-65.0",22.3575,-64.8025,0.180800,"Intermediario"
"28.0_138.0","28.0_138.0",28.2396,138.1748,0.017967,"Intermediario"
"33.0_-134.0","33.0_-134.0",33.7401,-133.6512,0.098333,"Intermediario"
"-27.0_-117.0","-27.0_-117.0",-26.2380,-116.6753,0.011800,"Intermediario"
"59.0_-8.0","59.0_-8.0",59.3509,-7.2273,6.142857,"Intermediario"
"31.0_-141.0","31.0_-141.0",31.3150,-140.3350,0.186000,"Intermediario"
"9.0_-140.0","9.0_-140.0",9.3900,-139.6000,0.004240,"Intermediario"
"19.0_-107.0","19.0_-107.0",19.5100,-106.3575,0.003780,"Intermediario"
"6.0_-146.0","6.0_-146.0",6.5100,-145.4100,0.000000,"Intermediario"
"35.0_-69.0","35.0_-69.0",35.5633,-68.5100,0.026533,"Intermediario"
"20.0_-158.0","20.0_-158.0",20.6382,-157.5364,0.008960,"Intermediario"
"-12.0_-143.0","-12.0_-143.0",-11.3650,-142.6950,0.000000,"Intermediario"
"17.0_-158.0","17.0_-158.0",17.4100,-157.4850,0.001715,"Intermediario"
"36.0_136.0","36.0_136.0",36.6548,136.2662,0.425033,"Intermediario"
"19.0_130.0","19.0_130.0",19.9520,130.8170,0.900750,"Intermediario"
"11.0_-67.0","11.0_-67.0",11.3843,-66.5829,0.006504,"Intermediario"
"49.0_-131.0","49.0_-131.0",49.4000,-130.7300,0.001080,"Intermediario"
"42.0_18.0","42.0_18.0",42.1734,18.6833,2.045000,"Intermediario"
"32.0_-168.0","32.0_-168.0",32.2592,-167.9920,0.268000,"Intermediario"
"20.0_-71.0","20.0_-71.0",20.2617,-70.3574,0.003350,"Intermediario"
"2.0_-126.0","2.0_-126.0",2.6300,-125.6600,0.000000,"Intermediario"
"22.0_-64.0","22.0_-64.0",22.1500,-63.1474,0.043600,"Intermediario"
"50.0_-11.0","50.0_-11.0",50.4314,-10.4777,2.560444,"Intermediario"
"47.0_-5.0","47.0_-5.0",47.4227,-4.5049,2.015750,"Intermediario"
"41.0_-60.0","41.0_-60.0",41.1700,-59.2300,0.002200,"Intermediario"
"18.0_-115.0","18.0_-115.0",18.6600,-114.5100,0.000000,"Intermediario"
"34.0_-180.0","34.0_-180.0",34.1753,-179.9637,0.226000,"Intermediario"
"19.0_-160.0","19.0_-160.0",19.1367,-159.5033,0.013217,"Intermediario"
"46.0_-2.0","46.0_-2.0",46.2751,-1.4627,0.050000,"Intermediario"
"32.0_-69.0","32.0_-69.0",32.0360,-68.3160,0.043384,"Intermediario"
"12.0_-133.0","12.0_-133.0",12.5800,-132.4000,0.016400,"Intermediario"
"-22.0_103.0","-22.0_103.0",-21.0828,103.4794,0.677000,"Intermediario"
"30.0_-63.0","30.0_-63.0",30.4300,-62.5200,0.132450,"Intermediario"
"43.0_-10.0","43.0_-10.0",43.0438,-9.5756,0.162000,"Intermediario"
"25.0_-148.0","25.0_-148.0",25.2133,-147.6700,0.887333,"Intermediario"
"-58.0_133.0","-58.0_133.0",-57.2420,133.0833,0.025800,"Intermediario"
"44.0_-60.0","44.0_-60.0",44.2800,-59.3317,0.109517,"Intermediario"
"21.0_-59.0","21.0_-59.0",21.5667,-58.7022,0.017689,"Intermediario"
"53.0_-11.0","53.0_-11.0",53.4937,-10.4543,6.052632,"Intermediario"
"-35.0_6.0","-35.0_6.0",-34.3584,6.2549,0.158000,"Intermediario"
"24.0_-58.0","24.0_-58.0",24.5233,-57.6050,0.007933,"Intermediario"
"-29.0_-18.0","-29.0_-18.0",-28.8320,-17.4430,0.288000,"Intermediario"
"33.0_-62.0","33.0_-62.0",33.4367,-61.5083,0.056883,"Intermediario"
"33.0_-147.0","33.0_-147.0",33.0700,-146.7900,0.091300,"Intermediario"
"18.0_-128.0","18.0_-128.0",18.5050,-127.8700,0.000000,"Intermediario"
"30.0_-162.0","30.0_-162.0",30.8700,-161.2700,0.006690,"Intermediario"
"41.0_-147.0","41.0_-147.0",41.0700,-146.6400,0.038900,"Intermediario"
"50.0_-129.0","50.0_-129.0",50.3525,-128.3450,0.000965,"Intermediario"
"70.0_166.0","70.0_166.0",70.7142,166.2902,0.000000,"Intermediario"
"38.0_-148.0","38.0_-148.0",38.1600,-147.5200,0.226000,"Intermediario"
"43.0_-67.0","43.0_-67.0",43.5586,-66.5671,0.003343,"Intermediario"
"26.0_-127.0","26.0_-127.0",26.5900,-126.6000,0.018800,"Intermediario"
"32.0_139.0","32.0_139.0",32.4098,139.8947,0.041600,"Intermediario"
"41.0_143.0","41.0_143.0",41.6310,143.5764,3.369356,"Intermediario"
"18.0_-159.0","18.0_-159.0",18.5100,-158.4210,0.017360,"Intermediario"
"38.0_12.0","38.0_12.0",38.0939,12.4034,0.434000,"Intermediario"
"19.0_-60.0","19.0_-60.0",19.5571,-59.6214,0.011263,"Intermediario"
"55.0_-6.0","55.0_-6.0",55.4748,-5.3911,0.042814,"Intermediario"
"38.0_-135.0","38.0_-135.0",38.3300,-134.8300,0.046300,"Intermediario"
"-11.0_-142.0","-11.0_-142.0",-10.2867,-141.6867,0.000203,"Intermediario"
"12.0_-159.0","12.0_-159.0",12.2867,-158.2933,0.000450,"Intermediario"
"-35.0_-43.0","-35.0_-43.0",-34.8428,-42.5657,0.024200,"Intermediario"
"-15.0_-151.0","-15.0_-151.0",-14.3000,-150.2500,0.000000,"Intermediario"
"5.0_-145.0","5.0_-145.0",5.3880,-144.5880,0.000210,"Intermediario"
"-2.0_-169.0","-2.0_-169.0",-1.3700,-168.3500,0.000000,"Intermediario"
"28.0_-68.0","28.0_-68.0",28.5800,-67.7167,0.075933,"Intermediario"
"75.0_126.0","75.0_126.0",75.3773,126.3468,0.000000,"Intermediario"
"-30.0_-98.0","-30.0_-98.0",-29.8994,-97.9295,0.107000,"Intermediario"
"17.0_-132.0","17.0_-132.0",17.5400,-131.0800,0.017500,"Intermediario"
"35.0_139.0","35.0_139.0",35.2629,139.4949,2.185739,"Intermediario"
"44.0_143.0","44.0_143.0",44.8827,143.3261,19.335000,"Intermediario"
"27.0_141.0","27.0_141.0",27.1606,141.6323,0.231000,"Intermediario"
"12.0_-64.0","12.0_-64.0",12.4900,-63.2600,0.006911,"Intermediario"
"36.0_-155.0","36.0_-155.0",36.1300,-154.9700,0.224000,"Intermediario"
"15.0_-152.0","15.0_-152.0",15.5700,-151.5300,0.000000,"Intermediario"
"39.0_-63.0","39.0_-63.0",39.0300,-62.9800,0.002200,"Intermediario"
"40.0_-63.0","40.0_-63.0",40.3450,-62.3750,0.003260,"Intermediario"
"15.0_159.0","15.0_159.0",15.5056,159.5530,0.003130,"Intermediario"
"28.0_-161.0","28.0_-161.0",28.4892,-160.2029,0.334450,"Intermediario"
"46.0_-125.0","46.0_-125.0",46.3075,-124.4000,0.013157,"Intermediario"
"11.0_-163.0","11.0_-163.0",11.4133,-162.5233,0.005267,"Intermediario"
"-36.0_127.0","-36.0_127.0",-35.0724,127.2462,0.000000,"Intermediario"
"24.0_-152.0","24.0_-152.0",24.6293,-151.6611,0.036000,"Intermediario"
"42.0_131.0","42.0_131.0",42.6427,131.2204,0.447333,"Intermediario"
"-7.0_106.0","-7.0_106.0",-6.0631,106.7784,1.072125,"Intermediario"
"18.0_-85.0","18.0_-85.0",18.8000,-84.9000,0.008080,"Intermediario"
"9.0_-166.0","9.0_-166.0",9.5400,-165.2600,0.000000,"Intermediario"
"29.0_-122.0","29.0_-122.0",29.4433,-121.4133,0.000000,"Intermediario"
"61.0_1.0","61.0_1.0",61.0508,1.4635,0.000000,"Intermediario"
"32.0_-155.0","32.0_-155.0",32.1500,-154.8300,0.153000,"Intermediario"
"-5.0_-110.0","-5.0_-110.0",-4.9050,-109.5300,0.000000,"Intermediario"
"15.0_-63.0","15.0_-63.0",15.5800,-62.4097,0.006717,"Intermediario"
"8.0_-161.0","8.0_-161.0",8.8150,-160.8050,0.000600,"Intermediario"
"77.0_107.0","77.0_107.0",77.8535,107.3552,0.000000,"Intermediario"
"16.0_-60.0","16.0_-60.0",16.6190,-59.4230,0.003118,"Intermediario"
"-16.0_-34.0","-16.0_-34.0",-15.8300,-33.4000,0.000000,"Intermediario"
"36.0_-142.0","36.0_-142.0",36.6123,-141.1970,3.990000,"Intermediario"
"40.0_-136.0","40.0_-136.0",40.8200,-135.7300,0.007970,"Intermediario"
"30.0_-76.0","30.0_-76.0",30.3263,-75.5650,0.165800,"Intermediario"
"19.0_156.0","19.0_156.0",19.4321,156.1433,0.008020,"Intermediario"
"57.0_-134.0","57.0_-134.0",57.4600,-133.7700,0.000000,"Intermediario"
"-30.0_72.0","-30.0_72.0",-29.5600,72.4300,0.115000,"Intermediario"
"36.0_-40.0","36.0_-40.0",36.4300,-39.0200,0.036600,"Intermediario"
"50.0_-8.0","50.0_-8.0",50.9474,-7.7587,3.000000,"Intermediario"
"30.0_-175.0","30.0_-175.0",30.2300,-174.0400,0.006260,"Intermediario"
"-32.0_-21.0","-32.0_-21.0",-31.8705,-20.7480,0.005300,"Intermediario"
"12.0_-115.0","12.0_-115.0",12.3700,-114.4300,0.003740,"Intermediario"
"-14.0_-146.0","-14.0_-146.0",-13.6720,-145.3320,0.000952,"Intermediario"
"58.0_-15.0","58.0_-15.0",58.1169,-14.4248,0.023625,"Intermediario"
"25.0_-73.0","25.0_-73.0",25.7291,-72.5036,0.060036,"Intermediario"
"15.0_-117.0","15.0_-117.0",15.5200,-116.5700,0.000000,"Intermediario"
"9.0_-93.0","9.0_-93.0",9.4300,-92.9700,0.000000,"Intermediario"
"27.0_-71.0","27.0_-71.0",27.5988,-70.7200,0.098562,"Intermediario"
"40.0_-149.0","40.0_-149.0",40.6146,-148.2108,0.068033,"Intermediario"
"10.0_-166.0","10.0_-166.0",10.6100,-165.9500,0.000982,"Intermediario"
"44.0_-42.0","44.0_-42.0",44.8000,-41.5800,0.007360,"Intermediario"
"-13.0_87.0","-13.0_87.0",-12.9195,87.4013,2.990000,"Intermediario"
"16.0_-69.0","16.0_-69.0",16.1400,-68.5950,0.000000,"Intermediario"
"32.0_-137.0","32.0_-137.0",32.3180,-136.5016,2.596667,"Intermediario"
"11.0_-158.0","11.0_-158.0",11.2575,-157.6575,0.000000,"Intermediario"
"-13.0_-154.0","-13.0_-154.0",-12.4800,-153.7300,0.000000,"Intermediario"
"29.0_-65.0","29.0_-65.0",29.5600,-64.6567,0.116383,"Intermediario"
"34.0_-158.0","34.0_-158.0",34.5145,-157.8488,0.270000,"Intermediario"
"20.0_136.0","20.0_136.0",20.2567,136.0245,0.096487,"Intermediario"
"30.0_128.0","30.0_128.0",30.6048,128.4101,1.072333,"Intermediario"
"-4.0_-105.0","-4.0_-105.0",-3.5400,-104.4600,0.000000,"Intermediario"
"-2.0_-143.0","-2.0_-143.0",-1.3025,-142.3775,0.000000,"Intermediario"
"22.0_134.0","22.0_134.0",22.9917,134.4728,0.066200,"Intermediario"
"19.0_-73.0","19.0_-73.0",19.9800,-73.0000,0.010800,"Intermediario"
"39.0_-140.0","39.0_-140.0",39.2500,-139.3100,0.009270,"Intermediario"
