regiao,densidade_total,densidade_media,num_celulas
0,36,584566,1,662935,22
1,43,802341,0,125869,348
2,315,101158,0,391917,804
3,0,914841,0,007753,118
4,10,551123,0,037283,283
5,11,566717,0,428397,27
6,15,657500,0,230257,68
7,539,383162,2,066602,261
8,20,789427,0,050706,410
