regiao,distancia_km,densidade_total,eficiencia
0,1963,30,36,584566,0,018634
1,43492,44,43,802341,0,001007
2,101051,80,315,101158,0,003118
3,13433,83,0,914841,0,000068
4,32763,51,10,551123,0,000322
5,3474,24,11,566717,0,003329
6,8630,23,15,657500,0,001814
7,31375,04,539,383162,0,017191
8,47031,82,20,789427,0,000442
